CoCode,Company Names,[Year & Month](All),[Month](All),[Year](All),[High](All),[Low](All),[Close](All),[High PE](All),[Low PE](All),[Close PE](All),[Market Cap](All),[Volume](All),[No of Trades](All),[Net Turnover-Rs Thousands](All)
252,Hindalco Inds.,199508,8,1995,56.59,51.18,55.33,16.8,14.92,16.28,4671.37,92850,0,89517.04
252,Hindalco Inds.,199509,9,1995,56.81,52.32,55.16,16.78,14.94,16.23,4656.97,112600,0,108841.195
252,Hindalco Inds.,199510,10,1995,58.01,52.89,55.38,17.62,14.92,16.3,4675.45,51350,0,50820.9175
252,Hindalco Inds.,199511,11,1995,55.16,46.35,49.22,16.32,13.39,14.48,4155.27,32300,0,27881.9075
252,Hindalco Inds.,199512,12,1995,52.8,48.98,52.5,15.61,14.19,15.45,4431.8,124000,0,112901.8475
252,Hindalco Inds.,199601,1,1996,57.72,49.48,51.52,18.76,14.06,15.16,4349.71,88450,0,80490.78
252,Hindalco Inds.,199602,2,1996,69.95,51.52,64.18,20.79,14.78,18.88,5418.17,345350,0,365434.6275
252,Hindalco Inds.,199603,3,1996,65.63,59.71,64.12,13.96,12.08,13.58,5413.13,96600,0,108236.205
252,Hindalco Inds.,199604,4,1996,76.77,63.98,74.39,17.78,13.94,16.29,6494.72,108100,0,133983.8525
252,Hindalco Inds.,199605,5,1996,84.39,71.09,75.88,20.52,14.82,16.62,6624.8,125250,0,166373.38
252,Hindalco Inds.,199606,6,1996,81.04,69.04,70.91,19.19,14.84,15.53,6191.11,178050,0,235458.525
252,Hindalco Inds.,199607,7,1996,71.31,52.6,57.85,17.08,10.78,12.67,5050.65,255100,0,275838.6975
252,Hindalco Inds.,199608,8,1996,58.58,53.46,57.55,13.02,11.52,12.6,5024.58,147500,0,144650.3875
252,Hindalco Inds.,199609,9,1996,89.57,56.3,58.39,19.87,11.95,12.78,5097.1,341150,0,238732.605
252,Hindalco Inds.,199610,10,1996,59.71,48,50.1,13.48,10.34,10.97,4373.62,153450,0,93468.7
252,Hindalco Inds.,199611,11,1996,51.18,45.21,49.91,11.32,9.66,10.93,4357.24,218400,0,124452.12
252,Hindalco Inds.,199612,12,1996,57.48,47.6,56.16,12.69,10.27,12.3,4902.36,172500,0,106239.985
252,Hindalco Inds.,199701,1,1997,71.66,56.39,63.09,16.72,12.03,13.81,5507.43,329900,78,249679.3525
252,Hindalco Inds.,199702,2,1997,64.83,59.71,63.54,14.39,12.78,13.91,5547.27,138900,709,102082.68
252,Hindalco Inds.,199703,3,1997,84.62,66.71,77.3,20.16,15.24,18.36,6748.47,485650,2247,455935.1525
252,Hindalco Inds.,199704,4,1997,83.6,76.77,80,20.66,18,19,6983.8,395550,1136,373726.495
252,Hindalco Inds.,199705,5,1997,81.47,73.87,79.29,20.07,16.96,18.83,6921.99,270700,1503,245096.25
252,Hindalco Inds.,199706,6,1997,84.37,78.91,83.12,20.34,18.54,19.74,7255.98,458500,1706,437037.3475
252,Hindalco Inds.,199707,7,1997,98.91,80.19,98.31,23.64,18.56,23.35,8582.67,762200,4984,796117.645
252,Hindalco Inds.,199708,8,1997,101.09,80.19,82.06,24.75,18.48,19.49,7164.01,362300,1258,228547.31
252,Hindalco Inds.,199709,9,1997,91.7,81.04,90.67,22.03,18.49,21.54,7915.79,214950,601,162826.8925
252,Hindalco Inds.,199710,10,1997,88.14,80.02,80.15,21.11,18.97,19.04,6997.2,129900,591,106372.0325
252,Hindalco Inds.,199711,11,1997,83.43,69.52,71.14,19.86,16.26,16.9,6210.8,327750,960,216939.3325
252,Hindalco Inds.,199712,12,1997,71.23,57.32,63.95,17.06,12.98,15.19,5583.02,330450,1198,189985.955
252,Hindalco Inds.,199801,1,1998,69.69,48.71,51.02,18.09,11.18,12.12,4454.42,371750,2862,249880.5975
252,Hindalco Inds.,199802,2,1998,56.29,51.01,54.62,13.78,11.96,12.97,4767.94,303750,1002,187517.78
252,Hindalco Inds.,199803,3,1998,60.4,53.42,56.94,11.14,9.06,10.11,4970.5,459050,2702,308589.085
252,Hindalco Inds.,199804,4,1998,75.47,56.9,64.56,14.68,10.02,11.47,5636.26,1654150,9208,1253017.893
252,Hindalco Inds.,199805,5,1998,69.95,51.18,55.96,12.82,8.89,9.94,4885.23,1789250,10277,1250002.68
252,Hindalco Inds.,199806,6,1998,58.52,47.59,57.14,10.53,7.93,10.15,4988.37,1016750,5143,665051.395
252,Hindalco Inds.,199807,7,1998,56.9,51.45,52.33,10.28,8.97,9.3,4567.99,465850,2454,296071.4525
252,Hindalco Inds.,199808,8,1998,52.04,35.49,36.61,9.65,6.11,6.5,3195.88,681650,4854,349181.3125
252,Hindalco Inds.,199809,9,1998,46.06,34.21,43.73,8.41,6.03,7.77,3817.33,1863600,12983,894826.455
252,Hindalco Inds.,199810,10,1998,46.83,40.86,43.89,8.62,7.14,7.8,3831.85,1324650,7805,679826.49
252,Hindalco Inds.,199811,11,1998,48.03,41.59,42.58,8.66,7.22,7.56,3716.8,1283150,7270,676102.5075
252,Hindalco Inds.,199812,12,1998,45.98,41.76,43.68,8.31,7.41,7.76,3812.86,884500,6343,450035.4525
252,Hindalco Inds.,199901,1,1999,50.56,41.63,42.31,9.38,7.31,7.52,3693.71,1086750,6743,577938.9175
252,Hindalco Inds.,199902,2,1999,42.65,36.51,37.19,8.2,6.46,6.61,3246.89,564400,3952,258022.3275
252,Hindalco Inds.,199903,3,1999,40.54,32.76,39.5,6.5,4.91,6.17,3447.96,2320482,12000,997318.229
252,Hindalco Inds.,199904,4,1999,53.31,37.96,48.2,8.82,5.8,7.53,4207.56,2149715,11340,1148166.951
252,Hindalco Inds.,199905,5,1999,58.22,46.03,48.96,9.48,6.68,7.65,4274.58,2288981,13854,1392954.83
252,Hindalco Inds.,199906,6,1999,59.46,46.32,53.83,9.57,7.13,8.41,4699.43,1551964,10604,987400.363
252,Hindalco Inds.,199907,7,1999,82.57,54.25,72.54,13.6,8.26,11.33,6332.93,5213160,36751,4188623.588
252,Hindalco Inds.,199908,8,1999,87.44,70.8,76.79,14.51,10.41,12,6703.42,1682563,13631,1541376.914
252,Hindalco Inds.,199909,9,1999,82.32,74.24,76.34,13.19,11.44,11.93,6664.32,1068935,9013,983273.2522
252,Hindalco Inds.,199910,10,1999,80.95,62.27,62.74,13.33,9.66,9.8,5476.9,1623290,12450,1418560.116
252,Hindalco Inds.,199911,11,1999,77.37,61.42,72.38,12.59,9.41,11.31,6318.78,962248,8551,786954.1546
252,Hindalco Inds.,199912,12,1999,75.84,66.11,69.39,11.98,9.95,10.84,6057.76,778236,6994,648890.9502
252,Hindalco Inds.,200001,1,2000,95.88,65.92,65.92,16.46,10.3,10.3,5754.67,1359912,13131,1275625.765
252,Hindalco Inds.,200002,2,2000,77.93,61.85,64.58,12.74,8.94,10.09,5637.75,2440919,14544,2016459.556
252,Hindalco Inds.,200003,3,2000,66.03,49.44,62.89,9.7,6.62,8.74,5490.3,1022026,9103,700697.1854
252,Hindalco Inds.,200004,4,2000,71.14,54.59,60.48,10.49,7.08,8.41,5280.3,675040,9340,481239.5626
252,Hindalco Inds.,200005,5,2000,72.42,57.58,61.69,10.96,7.49,8.57,5385.3,798223,7821,592031.0872
252,Hindalco Inds.,200006,6,2000,76.69,60.74,67.53,11.59,8.38,9.38,5895.42,998938,7753,806319.9058
252,Hindalco Inds.,200007,7,2000,73.28,66.45,68.16,10.3,8.95,9.47,5950.53,592471,7045,480975.7065
252,Hindalco Inds.,200008,8,2000,72.85,65.9,68.34,10.2,8.92,9.5,5966.16,461227,5191,374251.2093
252,Hindalco Inds.,200009,9,2000,82.79,67.82,69.34,11.79,9.37,9.64,6053.67,1324851,14303,1144537.012
252,Hindalco Inds.,200010,10,2000,71.91,56.81,60.97,10.3,7.3,8.47,5322.37,467106,6737,360440.5126
252,Hindalco Inds.,200011,11,2000,63.47,54.77,59.39,9.15,7.59,8.25,5184.6,780649,14762,535018.8746
252,Hindalco Inds.,200012,12,2000,71.76,57.44,62.98,10.41,7.87,8.75,5498.49,1713813,19390,1325628.248
252,Hindalco Inds.,200101,1,2001,70.97,59.8,65.47,10.27,7.78,9.1,5715.57,1577246,19375,1223795.125
252,Hindalco Inds.,200102,2,2001,73.6,60.82,65.14,10.3,7.89,9.05,5686.53,3534323,31176,2876929.41
252,Hindalco Inds.,200103,3,2001,71.23,60.57,65.8,9.47,7.63,8.6,5744.62,1136058,12245,884983.93
252,Hindalco Inds.,200104,4,2001,73.27,62.44,69.08,9.7,7.96,9.03,6030.95,808401,11364,648604.7735
252,Hindalco Inds.,200105,5,2001,80.19,67.82,73.99,10.75,8.64,9.67,6459.53,1313938,14686,1166720.391
252,Hindalco Inds.,200106,6,2001,75.22,66.98,70.82,9.9,8.61,9.25,6182.5,500218,8716,419039.959
252,Hindalco Inds.,200107,7,2001,70.8,61.59,63.69,9.43,7.81,8.32,5559.93,646669,6750,495575.6043
252,Hindalco Inds.,200108,8,2001,64.65,55.45,57.03,8.64,7.06,7.45,4978.32,1110167,10753,770943.4971
252,Hindalco Inds.,200109,9,2001,61.33,42.05,43.46,8.42,5.37,5.68,3794.25,984769,13858,588255.525
252,Hindalco Inds.,200110,10,2001,48.62,42.75,47.68,6.48,5.36,6.23,4162.5,604718,7603,322820.3238
252,Hindalco Inds.,200111,11,2001,60.14,47.34,59.5,7.94,5.83,7.77,5193.91,475897,7098,304260.6186
252,Hindalco Inds.,200112,12,2001,63.81,52.04,54.49,8.71,6.66,7.12,4756.77,601665,6472,411147.8547
252,Hindalco Inds.,200201,1,2002,63.12,53.31,61.4,8.59,6.95,8.02,5359.98,624141,6486,441607.3509
252,Hindalco Inds.,200202,2,2002,73.51,60.78,66.53,10.01,7.86,8.69,5808.29,783963,8503,603082.5228
252,Hindalco Inds.,200203,3,2002,69.1,60.57,65.86,10.01,7.47,8.89,5749.06,426540,7198,324833.0171
252,Hindalco Inds.,200204,4,2002,66.96,59.93,62.28,9.3,7.99,8.33,5382.67,522427,5456,382871.3209
252,Hindalco Inds.,200205,5,2002,64.4,58.26,59.24,8.98,7.64,7.92,5118.42,753289,6190,546292.488
252,Hindalco Inds.,200206,6,2002,62.19,57.32,60.73,8.42,7.55,8.12,5247.78,642239,4353,449638.1766
252,Hindalco Inds.,200207,7,2002,64.83,52.38,53.36,9.63,6.87,7.13,4610.56,813263,11300,547601.5522
252,Hindalco Inds.,200208,8,2002,59.63,46.19,50.66,9.02,5.95,6.77,4377.64,857019,15933,497168.423
252,Hindalco Inds.,200209,9,2002,55.87,44.36,44.56,8.81,5.9,5.96,3850.24,489991,7101,278509.0517
252,Hindalco Inds.,200210,10,2002,51.69,39.24,42.05,8.32,4.93,5.62,3633.17,1422955,28492,698608.3459
252,Hindalco Inds.,200211,11,2002,47.86,41.71,46.06,6.67,5.56,6.16,3980.34,1584379,17513,836329.728
252,Hindalco Inds.,200212,12,2002,51.1,44.87,49.99,7.12,5.75,6.68,4319.77,1577583,19667,883457.0404
252,Hindalco Inds.,200301,1,2003,52.89,47.94,51.18,7.23,6.12,6.84,4422.6,1538101,15499,918370.7039
252,Hindalco Inds.,200302,2,2003,56.13,47.95,50.09,8.22,6.33,6.7,4328.62,1059019,7431,625052.9219
252,Hindalco Inds.,200303,3,2003,51.18,42.66,45.6,7.08,6.44,7.6,4943.98,1084807,14406,611412.2752
252,Hindalco Inds.,200304,4,2003,54.08,45.39,52.57,9.1,7.35,8.76,5699.54,1626532,25958,961731.5135
252,Hindalco Inds.,200305,5,2003,60.31,52.04,58.28,10.13,8.4,9.71,6318.7,954324,20082,621893.9411
252,Hindalco Inds.,200306,6,2003,65.94,56.73,63.74,11.04,9.2,10.62,6910.57,1421935,28022,1028573.398
252,Hindalco Inds.,200307,7,2003,72.51,60.66,69.78,12.55,9.06,11.62,7565.33,3077766,57566,2411466.718
252,Hindalco Inds.,200308,8,2003,80.17,67.75,77.81,13.69,11.05,12.96,8436.03,3216654,76176,2841119.158
252,Hindalco Inds.,200309,9,2003,81.63,70.89,78.48,14.02,11.34,13.07,8508.62,2714425,52445,2428048.067
252,Hindalco Inds.,200310,10,2003,99.46,77.66,93.7,17.22,12.42,15.61,10158.47,7016676,135054,7449796.389
252,Hindalco Inds.,200311,11,2003,108.17,89.57,105.7,18.59,13.19,17.61,11459.66,4545191,99651,5463308.583
252,Hindalco Inds.,200312,12,2003,122.07,104.07,120.11,20.67,17.06,20.01,13021.18,4063946,90219,5347923.142
252,Hindalco Inds.,200401,1,2004,136.4,97.26,99.07,25.14,15.9,16.5,10740.16,4774975,83473,6494534.938
252,Hindalco Inds.,200402,2,2004,119.43,96.91,106.29,20.7,15.36,17.71,11523.47,3334821,72858,4315669.891
252,Hindalco Inds.,200403,3,2004,114.6,101.96,104.1,16.57,13.99,14.37,11286.26,2188593,53510,2773520.96
252,Hindalco Inds.,200404,4,2004,117.21,93.93,95.07,16.49,12.81,13.12,10306.43,2220161,57386,2839064.22
252,Hindalco Inds.,200405,5,2004,98.44,61.42,77.25,13.7,7.06,10.66,8374.99,5396397,125755,5241614.489
252,Hindalco Inds.,200406,6,2004,87.86,76.87,85.04,12.53,10.15,11.74,9219.33,2405353,73161,2312892.528
252,Hindalco Inds.,200407,7,2004,108.34,84.45,93.98,17.69,11.24,12.97,10188.98,3076622,75210,3314484.568
252,Hindalco Inds.,200408,8,2004,101.5,86.67,100.53,14.13,11.9,13.88,10898.77,3380790,91952,3748458.538
252,Hindalco Inds.,200409,9,2004,116.87,99.12,115.69,16.3,13.56,15.97,12542.14,3214881,91598,4006190.826
252,Hindalco Inds.,200410,10,2004,120.11,100.15,101.27,16.82,13.4,13.98,10979.23,3099107,79422,3986526.19
252,Hindalco Inds.,200411,11,2004,112.94,99.81,111.62,15.78,13.29,15.41,12101.47,2625585,58763,3359343.897
252,Hindalco Inds.,200412,12,2004,125.81,106.54,121.36,17.68,14.54,16.75,13157.13,3925168,96123,5251429.701
252,Hindalco Inds.,200501,1,2005,127.93,103.91,110.98,18.61,14.06,15.32,12031.65,3656991,82059,4765934.184
252,Hindalco Inds.,200502,2,2005,121.53,111.34,118.84,17.16,15.07,16.41,12883.85,3377748,82091,4637676.076
252,Hindalco Inds.,200503,3,2005,124.97,108.08,110.52,10.54,8.88,9.29,12020.11,2737534,65945,3790018.479
252,Hindalco Inds.,200504,4,2005,121.98,100.57,101.19,10.74,8.4,8.5,11006.03,1591259,47786,2033929.562
252,Hindalco Inds.,200505,5,2005,105.78,95.97,96.32,9.06,8.04,8.09,10476.25,2579533,77132,3063329.756
252,Hindalco Inds.,200506,6,2005,105.35,91.02,102.24,9.12,7.56,8.59,11120.15,2697012,89382,3130589.083
252,Hindalco Inds.,200507,7,2005,112.17,100.4,107.67,9.82,8.09,9.05,11711.16,2727768,92502,3400547.373
252,Hindalco Inds.,200508,8,2005,124.49,105.91,122.28,10.79,9.81,10.28,13300.01,5373997,101519,4106416.593
252,Hindalco Inds.,200509,9,2005,140.28,121.34,125.4,12.07,10.13,10.54,13638.66,57837635,390034,8764553.014
252,Hindalco Inds.,200510,10,2005,131.97,96.09,97.8,11.23,7.93,8.22,10637.23,44269651,310669,5875195.371
252,Hindalco Inds.,200511,11,2005,119.62,99.17,114.04,10,8.03,11.26,14578.2,55867344,348274,7148392.658
252,Hindalco Inds.,200512,12,2005,133.77,112,130.05,13.54,11.02,12.84,16624.36,59491708,344444,8178741.079
252,Hindalco Inds.,200601,1,2006,150.09,130.96,149.46,14.89,12.78,14.76,19105.26,73561652,446973,11307676.64
252,Hindalco Inds.,200602,2,2006,154.99,135.49,139.07,15.58,13.04,13.74,17777.87,58246398,385261,9342505.872
252,Hindalco Inds.,200603,3,2006,169.5,136.94,165.69,13.73,10.43,13.19,21180.41,89111042,501302,14844823.9
252,Hindalco Inds.,200604,4,2006,204.96,164.97,203.55,16.42,12.26,16.2,26020.49,125412996,706814,25478862.91
252,Hindalco Inds.,200605,5,2006,227.9,149.55,161.07,18.77,11.15,12.82,20589.17,198536708,1387673,41398024.16
252,Hindalco Inds.,200606,6,2006,166.87,125.74,159.16,14.34,9.13,12.67,20345.72,153814475,1257770,24875984.08
252,Hindalco Inds.,200607,7,2006,167.5,136.94,145.69,13.52,10.59,11.6,18624.15,77517453,732685,13042716.8
252,Hindalco Inds.,200608,8,2006,161.43,140.61,156.12,13.04,11.01,12.43,19957.35,99579270,799288,16539520.49
252,Hindalco Inds.,200609,9,2006,169.59,148.73,155.49,13.72,11.54,12.37,19876.2,82033930,547467,14210564.48
252,Hindalco Inds.,200610,10,2006,174.49,152.45,171.18,14.16,11.87,13.62,21881.79,78445418,460230,14253913.56
252,Hindalco Inds.,200611,11,2006,174.76,152.4,157.03,14.04,11.93,12.5,20073.28,78522433,342650,14145654.5
252,Hindalco Inds.,200612,12,2006,167.87,147.01,157.98,13.78,11.32,12.57,20195.01,58121569,279508,10111868.62
252,Hindalco Inds.,200701,1,2007,165.87,147.82,159.75,13.34,11.64,12.71,20421.07,67749521,276902,11670556.97
252,Hindalco Inds.,200702,2,2007,169.05,120.62,126.2,13.62,9.18,10.04,16131.66,111033377,541486,17235097.37
252,Hindalco Inds.,200703,3,2007,136.94,108.83,118.17,8.01,4.98,5.97,15105.68,58261074,342317,7703138.097
252,Hindalco Inds.,200704,4,2007,137.67,114.72,132.45,7.12,5.68,6.69,16935.96,48405204,255515,6898885.837
252,Hindalco Inds.,200705,5,2007,136.94,108.83,127.51,7.43,4.76,6.82,17253.03,43116881,204328,6294780.698
252,Hindalco Inds.,200706,6,2007,156.08,127.06,145.24,8.46,6.75,7.77,19652.01,115362247,596904,18473206.01
252,Hindalco Inds.,200707,7,2007,174.03,139.25,154.13,9.61,7.38,8.24,20854.56,90990835,470781,15688204.85
252,Hindalco Inds.,200708,8,2007,154.13,122.48,143.2,8.8,6.37,7.66,19375.91,53677499,363299,8095469.864
252,Hindalco Inds.,200709,9,2007,157.66,138.12,156.17,8.51,7.29,8.35,21130.66,51374211,276593,8266371.778
252,Hindalco Inds.,200710,10,2007,188.64,144.24,178.21,11.34,7.48,9.53,24112.52,91482807,494922,16916721.7
252,Hindalco Inds.,200711,11,2007,217.66,149.64,168.14,12.98,7.02,8.99,22750.43,112988237,708454,22619907.83
252,Hindalco Inds.,200712,12,2007,200.83,167.87,194.85,11.07,8.84,10.42,26364.24,67284575,411380,13712164.21
252,Hindalco Inds.,200801,1,2008,200.79,126.97,148.69,11.16,5.93,7.95,20118.3,63416632,425936,11866168.01
252,Hindalco Inds.,200802,2,2008,185.91,133.22,183.74,9.98,7,9.83,24861.05,73170249,634285,13347326.52
252,Hindalco Inds.,200803,3,2008,191.08,133.81,149.73,9.32,6.17,7.2,20259.42,74178386,725953,13528725.8
252,Hindalco Inds.,200804,4,2008,182.2,139.84,175.8,9.08,6.15,8.46,23787.33,37215630,362616,6754682.996
252,Hindalco Inds.,200805,5,2008,187.18,152,174.4,9.11,7.01,8.39,23597.13,74295403,543182,14227552.16
252,Hindalco Inds.,200806,6,2008,174.9,125.56,129.05,8.89,6,6.21,17461.63,45193059,436468,7410044.571
252,Hindalco Inds.,200807,7,2008,145.01,120.25,128.19,7.19,5.69,6.17,17345.06,54860325,523589,7987840.311
252,Hindalco Inds.,200808,8,2008,133.22,114.5,122.4,6.52,7.16,7.4,20816.57,61095853,415809,8082874.248
252,Hindalco Inds.,200809,9,2008,128.8,90,98.25,7.97,4.98,5.94,16709.38,64628928,384635,7377216.916
252,Hindalco Inds.,200810,10,2008,100,38,60.5,6.11,2.16,3.66,10289.24,246090116,937309,14515214.27
252,Hindalco Inds.,200811,11,2008,68.8,47,52.95,4.28,2.67,3.2,9005.21,173611936,921370,10058609.75
252,Hindalco Inds.,200812,12,2008,58.75,48.1,51.4,3.74,2.68,3.11,8741.6,147038432,744343,7741049.343
252,Hindalco Inds.,200901,1,2009,60.95,41.85,48.95,4.1,2.43,2.96,8324.93,108732665,609468,5548723.052
252,Hindalco Inds.,200902,2,2009,49.85,37,38.6,3.26,2.12,2.33,6564.7,80782709,422773,3477594.784
252,Hindalco Inds.,200903,3,2009,55.75,36.75,52.05,4.44,2.7,4.1,8852.14,148398391,564519,6943993.875
252,Hindalco Inds.,200904,4,2009,66.7,50.9,53.75,6.05,3.86,4.23,9141.26,187897686,637768,10847097.72
252,Hindalco Inds.,200905,5,2009,86.45,55.9,84.65,7.62,4.01,6.67,14396.43,223652818,841213,16294894.77
252,Hindalco Inds.,200906,6,2009,106.5,78.65,86.45,8.87,5.97,6.81,14702.55,316585599,1192921,29046418.21
252,Hindalco Inds.,200907,7,2009,102.7,68.15,100.3,8.28,5.21,7.9,17058.02,186229818,907442,16059460.49
252,Hindalco Inds.,200908,8,2009,116,95.25,106,9.39,6.78,8.35,18027.42,268099139,1263454,28704745.49
252,Hindalco Inds.,200909,9,2009,139.9,101.05,129.05,11.15,7.75,10.17,21947.53,278884723,1137644,34484819.34
252,Hindalco Inds.,200910,10,2009,144.45,116.7,121.85,11.64,9.09,9.6,20723.03,189265976,862695,24730661.22
252,Hindalco Inds.,200911,11,2009,140.8,106.3,138.1,11.73,8.17,10.88,23486.67,174420329,892541,22640468.46
252,Hindalco Inds.,200912,12,2009,163,136.25,160.85,14.73,12,14.26,30783.47,237456822,1059472,35300848.96
252,Hindalco Inds.,201001,1,2010,179.8,139.8,147.35,16.36,11.76,13.06,28199.84,235986577,1044941,39176920.81
252,Hindalco Inds.,201002,2,2010,164.9,133.55,162.65,14.82,11.77,14.42,31127.96,268719103,1273151,39797424.14
252,Hindalco Inds.,201003,3,2010,186.9,158.15,181.25,19.18,15.82,18.31,34687.63,198143859,1009317,33977679.67
252,Hindalco Inds.,201004,4,2010,193,170,178.5,20.88,16.38,18.03,34161.33,114235000,705880,20581991.67
252,Hindalco Inds.,201005,5,2010,178,135.65,150.25,18.83,13.49,15.18,28754.85,218080834,1284208,34303020.86
252,Hindalco Inds.,201006,6,2010,154.6,129.35,144.5,15.72,12.71,14.6,27654.41,352735459,1682978,50408959.65
252,Hindalco Inds.,201007,7,2010,162.9,141,160.35,16.72,14.05,16.2,30687.78,168389465,978473,25436292.76
252,Hindalco Inds.,201008,8,2010,189,160.05,166.4,20.07,15.77,16.81,31845.63,145922328,848249,24557919.13
252,Hindalco Inds.,201009,9,2010,199.7,166.5,197.05,20.47,16.07,19.91,37711.43,148835574,951171,27874675.72
252,Hindalco Inds.,201010,10,2010,223.7,195.8,210.5,22.85,18.95,21.26,40285.49,156483309,946389,33224925.91
252,Hindalco Inds.,201011,11,2010,239.45,194,206.55,25.16,19,20.87,39529.54,158064006,1062439,34362963.79
252,Hindalco Inds.,201012,12,2010,247.9,206.9,247,25.14,20.09,24.96,47288.15,153137237,1075857,34830451.65
252,Hindalco Inds.,201101,1,2011,252.85,217.4,229.65,25.7,20.8,23.21,43966.49,188326507,1190068,44182508.98
252,Hindalco Inds.,201102,2,2011,251.25,194.5,201.35,26.97,19.11,20.35,38548.46,217865792,1593520,47594753.34
252,Hindalco Inds.,201103,3,2011,215.4,189.35,209.15,19.48,16.71,18.7,40041.77,175460624,1372601,35949972.23
252,Hindalco Inds.,201104,4,2011,224.75,200,216.05,20.53,17.45,19.32,41362.77,108522185,1045727,23224579.49
252,Hindalco Inds.,201105,5,2011,219.8,181.25,197.35,20.25,15.97,17.65,37782.66,125658761,1171496,24705501.26
252,Hindalco Inds.,201106,6,2011,198.75,161.7,180.55,17.9,13.87,16.15,34566.3,135756963,1119614,24259097.8
252,Hindalco Inds.,201107,7,2011,196,166.2,168.45,17.56,14.66,15.06,32249.75,132347496,1028203,23935512.24
252,Hindalco Inds.,201108,8,2011,171.9,128.2,150.6,15.71,10.53,13.47,28832.37,179890352,1303415,26869214.45
252,Hindalco Inds.,201109,9,2011,163.7,124.5,131.45,14.99,10.77,11.75,25166.1,161868521,1141951,23206700.79
252,Hindalco Inds.,201110,10,2011,144.15,119.3,135.95,13.06,10.6,12.16,26027.63,206363966,1207244,26777788.04
252,Hindalco Inds.,201111,11,2011,141.7,112.8,122.95,13.35,10.02,10.99,23538.78,153205236,1037073,19366717.07
252,Hindalco Inds.,201112,12,2011,140.3,114.75,115.85,12.77,10.05,10.36,22179.48,188844518,1286781,23928054.45
252,Hindalco Inds.,201201,1,2012,148.95,111.2,146.6,13.53,9.85,13.11,28066.57,207157159,1409018,27248058.84
252,Hindalco Inds.,201202,2,2012,164.9,138.6,148.9,14.96,12.27,13.31,28506.91,261385069,1625026,40232717.82
252,Hindalco Inds.,201203,3,2012,155.95,122.65,129.4,14.11,10.33,11.09,24773.63,254874170,1618845,34713082.68
252,Hindalco Inds.,201204,4,2012,133.65,115.55,120.75,11.5,9.84,10.35,23117.59,159421613,1043402,19988268.55
252,Hindalco Inds.,201205,5,2012,121.9,105.4,116.65,10.6,8.85,10,22332.64,218757605,1272825,24952344.53
252,Hindalco Inds.,201206,6,2012,127,112.7,119.9,11.3,9.44,10.27,22954.86,141166169,892045,16851834.19
252,Hindalco Inds.,201207,7,2012,127.9,113,120.1,10.98,9.56,10.29,22993.15,125673148,752278,15224857.9
252,Hindalco Inds.,201208,8,2012,124.75,102.3,103.85,10.99,8.64,8.9,19882.08,123647387,833602,14095313.41
252,Hindalco Inds.,201209,9,2012,121.9,100,120.7,10.55,8.42,10.34,23108.02,164155821,941004,18627271.96
252,Hindalco Inds.,201210,10,2012,126.5,100,116.55,10.97,6.86,9.99,22313.5,118273310,709533,14050243.55
252,Hindalco Inds.,201211,11,2012,118.8,104.8,116.6,10.28,8.91,9.99,22323.07,100287881,703360,11237790.08
252,Hindalco Inds.,201212,12,2012,133.7,115.05,130.5,11.54,9.46,11.18,24984.23,150351946,864442,18890496.7
252,Hindalco Inds.,201301,1,2013,137.1,112.7,116.2,11.93,9.35,9.96,22247.65,149867779,918133,18776951.91
252,Hindalco Inds.,201302,2,2013,117.4,98,98.9,10.43,8.32,8.48,18935.39,160454623,992189,17493059.81
252,Hindalco Inds.,201303,3,2013,102.6,86.9,91.6,14.44,11.9,12.73,17537.74,170485554,947612,16272214.64
252,Hindalco Inds.,201304,4,2013,99.8,87.55,97.25,13.98,11.86,13.52,18619.49,111597316,659485,10380958.6
252,Hindalco Inds.,201305,5,2013,112.55,94.8,102.4,15.85,12.74,14.23,19605.5,173190583,793889,18446523.77
252,Hindalco Inds.,201306,6,2013,105.4,91,99.8,14.8,11.89,13.87,19107.71,142324032,780058,14026056.73
252,Hindalco Inds.,201307,7,2013,106.2,84.5,90.1,14.87,11.02,12.52,17250.55,131298046,724235,13057413.45
252,Hindalco Inds.,201308,8,2013,109,83.1,105.05,15.72,11.1,14.6,20112.87,216773956,1089069,20941517.6
252,Hindalco Inds.,201309,9,2013,119.7,103.75,111.9,16.81,14.33,16.77,23102.87,155938123,897240,17447023.29
252,Hindalco Inds.,201310,10,2013,123,105,115.05,18.98,14.74,17.24,23753.22,207692977,1134658,23802427.3
252,Hindalco Inds.,201311,11,2013,125,109.1,122.7,19.4,15.66,18.39,25332.64,144909521,842962,17091870.71
252,Hindalco Inds.,201312,12,2013,126.85,115.65,122.6,19.54,17.19,18.38,25312,115212421,727671,13995308.07
252,Hindalco Inds.,201401,1,2014,125.65,107,109.55,19.61,15.66,16.42,22617.69,117709652,616845,13373764.24
252,Hindalco Inds.,201402,2,2014,109.4,96.7,105.35,17.34,14.38,15.79,21750.56,171441133,921835,17427627.4
252,Hindalco Inds.,201403,3,2014,142.95,104.7,141.75,20.54,14.79,20.2,29265.53,232144727,1388778,28105539.41
252,Hindalco Inds.,201404,4,2014,147.2,131.6,134.3,21.32,18.22,19.14,27727.7,125701089,905205,17503948.56
252,Hindalco Inds.,201405,5,2014,163.65,129.85,148,23.9,17.3,21.09,30556.65,227095689,1349039,33478479.88
