CoCode,Company Names,[Year & Month](All),[Month](All),[Year](All),[High](All),[Low](All),[Close](All),[High PE](All),[Low PE](All),[Close PE](All),[Market Cap](All),[Volume](All),[No of Trades](All),[Net Turnover-Rs Thousands](All)
24951,UltraTech Cem.,200506,6,2005,359.45,295.4,353.7,117.47,96.54,115.59,4400.03,2789512,24560,936267.949
24951,UltraTech Cem.,200507,7,2005,415,347,381.6,3458.33,2891.67,3180,4747.1,2665851,30916,1001110.462
24951,UltraTech Cem.,200508,8,2005,448.8,370.05,438,3740,3083.75,3650,5448.72,3460839,40206,1413976.419
24951,UltraTech Cem.,200509,9,2005,498,425,466,4150,3541.67,3883.33,5797.04,1952418,29118,891704.9121
24951,UltraTech Cem.,200510,10,2005,473,380,399.85,3941.67,3166.67,3332.08,4974.13,1047548,16367,450099.0034
24951,UltraTech Cem.,200511,11,2005,477.8,400,450.2,3981.67,3333.33,3751.67,5600.49,1145205,18539,515383.7152
24951,UltraTech Cem.,200512,12,2005,464.2,344.95,427.45,3868.33,2874.58,3562.08,5317.48,1391302,24193,611722.6133
24951,UltraTech Cem.,200601,1,2006,538,420.1,518.2,4483.33,3500.83,4318.33,6446.41,1630403,23923,794154.1435
24951,UltraTech Cem.,200602,2,2006,566,499.05,561.45,4716.67,4158.75,4678.75,6984.44,1130515,20138,610897.9156
24951,UltraTech Cem.,200604,4,2006,889,685,854.1,7408.33,5708.33,7117.5,10625,2623498,51268,2032933.821
24951,UltraTech Cem.,200605,5,2006,900,588,602.05,7500,4900,5017.08,7489.5,3193434,62469,2363086.919
24951,UltraTech Cem.,200703,3,2007,919,713,772.1,15.45,10.75,12.29,9611.87,2188006,72012,1731299.942
24951,UltraTech Cem.,200704,4,2007,864.5,662,821.25,14.65,10.06,13.07,10223.74,2427519,74678,1869588.525
24951,UltraTech Cem.,200705,5,2007,925,786.2,831.5,16.59,12.3,13.23,10351.34,1224524,37707,1004980.359
24951,UltraTech Cem.,200706,6,2007,916.9,778.1,900.4,14.86,12.21,14.33,11209.08,1459651,40275,1218880.592
24951,UltraTech Cem.,200707,7,2007,1004.5,852.5,933.4,16.25,12.94,14.86,11619.9,2951648,93266,2767419.502
24951,UltraTech Cem.,200708,8,2007,950,815.25,920.35,16.19,12.4,14.65,11457.44,1888070,38300,1666306.698
24951,UltraTech Cem.,200709,9,2007,1095.4,920,1047.3,18.47,14.2,16.67,13037.84,1557418,40174,1577939.063
24951,UltraTech Cem.,200710,10,2007,1165,955.05,997.2,18.88,14.17,15.87,12414.14,2011702,41525,2082191.563
24951,UltraTech Cem.,200711,11,2007,1065.5,925.55,984.25,17.34,14.26,15.67,12252.93,1972723,35355,1967664.801
24951,UltraTech Cem.,200712,12,2007,1101.8,960,1013.5,19.95,14.98,16.13,12617.06,1892154,27863,1878973.786
24951,UltraTech Cem.,200801,1,2008,1028,706.65,873.45,16.95,9.93,13.9,10873.58,2035053,39600,1817159.685
24951,UltraTech Cem.,200802,2,2008,925.15,728.6,904.5,14.9,10.46,14.4,11260.12,1349669,26667,1188400.283
24951,UltraTech Cem.,200803,3,2008,993,751.55,784.55,13.92,9.08,9.69,9766.86,1261761,21823,1021193.167
24951,UltraTech Cem.,200804,4,2008,849.95,755.35,762.95,11.1,9.24,9.43,9497.96,1362007,24116,1082434.369
24951,UltraTech Cem.,200805,5,2008,775,628,649.55,9.8,7.64,8.03,8086.25,980443,27068,661440.1917
24951,UltraTech Cem.,200806,6,2008,689.4,526.85,545.45,9.16,5.48,6.74,6790.31,1241794,29820,749967.4232
24951,UltraTech Cem.,200807,7,2008,643.6,512.1,577.05,9.43,6.1,7.13,7183.7,1037714,20204,580731.2582
24951,UltraTech Cem.,200808,8,2008,646,550.15,591.05,8.11,6.6,7.3,7357.98,1752837,18877,1051987.54
24951,UltraTech Cem.,200809,9,2008,635,493.65,528.75,9.18,5.56,6.53,6582.41,775888,21649,433586.3204
24951,UltraTech Cem.,200810,10,2008,550,290.55,355.05,7.61,3.21,4.39,4420.02,1968052,23937,764435.1027
24951,UltraTech Cem.,200811,11,2008,399,245.25,269,5.5,2.87,3.32,3348.78,3062486,46760,880458.1133
24951,UltraTech Cem.,200812,12,2008,430,260,385.5,6.35,3.02,4.76,4799.09,2848883,55218,924912.4903
24951,UltraTech Cem.,200901,1,2009,438,341.25,395.95,5.79,4.01,4.89,4929.18,2242146,49491,879641.4012
24951,UltraTech Cem.,200902,2,2009,488,383.9,470.1,6.26,4.42,5.81,5852.27,1468810,35951,643810.2947
24951,UltraTech Cem.,200903,3,2009,562.45,443.05,551.35,7.34,5.48,7.05,6863.76,1670692,45291,825283.868
24951,UltraTech Cem.,200904,4,2009,591,516.05,570.2,7.84,6.28,7.3,7098.42,1292960,26189,725795.3675
24951,UltraTech Cem.,200905,5,2009,733,543.7,717.8,9.58,6.64,9.18,8935.89,1496111,31326,963003.3933
24951,UltraTech Cem.,200906,6,2009,810,614.6,689.6,11.32,7.38,8.82,8584.83,18514313,69373,13401892.14
24951,UltraTech Cem.,200907,7,2009,920,674,799,13.96,8.52,10.22,9946.75,3416352,68486,2618041.698
24951,UltraTech Cem.,200908,8,2009,821.95,697.05,761.8,10.82,8.85,9.75,9483.65,2603033,53784,1929464.179
24951,UltraTech Cem.,200909,9,2009,805.9,710.25,799.6,10.39,8.5,10.23,9954.22,2801295,54145,2138129.082
24951,UltraTech Cem.,200910,10,2009,896,750.15,767.95,12.76,9.49,9.83,9560.21,8199224,169711,6770642.617
24951,UltraTech Cem.,200911,11,2009,845.5,699.8,836.65,11.09,8.48,10.7,10415.46,3335578,80566,2565358.234
24951,UltraTech Cem.,200912,12,2009,922.75,821,914.2,12.1,10.33,11.7,11380.88,2704072,66718,2386843.802
24951,UltraTech Cem.,201001,1,2010,1059.8,882.95,930,13.86,10.96,11.9,11577.57,5014904,99097,4941259.57
24951,UltraTech Cem.,201002,2,2010,1059.9,915.25,1040.05,13.72,11.53,13.31,12947.58,4220473,58032,4302372.286
24951,UltraTech Cem.,201003,3,2010,1161.9,1025,1154.85,13.33,10.83,13.17,14376.73,4108977,65273,4536852.299
24951,UltraTech Cem.,201004,4,2010,1174,964,972.75,13.55,10.89,11.09,12109.76,1670069,49819,1807698.873
24951,UltraTech Cem.,201005,5,2010,1015.2,904,921.75,12.68,10.05,10.51,11474.87,2989207,73697,2820036.554
24951,UltraTech Cem.,201006,6,2010,998,848.5,879.3,11.54,8.89,10.03,10946.41,1834189,49870,1723758.519
24951,UltraTech Cem.,201007,7,2010,890,821,863.9,10.42,9.27,9.85,10754.69,3752435,69298,3186628.036
24951,UltraTech Cem.,201008,8,2010,974,852.6,902.5,25.51,9.65,22.65,24730.31,3196656,86641,2936499.944
24951,UltraTech Cem.,201009,9,2010,1102,900.5,1062.6,29.03,22.37,26.67,29117.37,6475556,160987,6569177.687
24951,UltraTech Cem.,201010,10,2010,1152.45,1046.7,1099.9,29.4,25.23,27.61,30139.46,5905818,112213,6567887.952
24951,UltraTech Cem.,201011,11,2010,1175,1070,1137.6,30.46,26.71,28.55,31173.65,11970282,214598,13587657.32
24951,UltraTech Cem.,201012,12,2010,1189,1036,1084.25,31.58,25.54,27.21,29711.7,4453247,128703,4884819.367
24951,UltraTech Cem.,201101,1,2011,1197.45,968.1,1002.8,35.89,23.63,25.17,27479.73,1833072,74600,1884860.494
24951,UltraTech Cem.,201102,2,2011,1033.65,883.4,930.8,26.64,21.35,23.36,25506.71,3026552,87877,2937123.496
24951,UltraTech Cem.,201103,3,2011,1147.5,920.3,1131.5,22.92,17.13,22.29,31007.63,3418880,114275,3557097.315
24951,UltraTech Cem.,201104,4,2011,1138.9,1004.5,1089.15,22.54,19.65,21.46,29847.07,3018827,113746,3216756.178
24951,UltraTech Cem.,201105,5,2011,1095,997.2,1025.6,22.2,19.44,20.2,28105.54,2435600,97766,2521008.139
24951,UltraTech Cem.,201106,6,2011,1051.75,914,929.9,20.79,17.41,18.32,25482.98,1757402,106524,1746602.817
24951,UltraTech Cem.,201107,7,2011,1038,917.95,1029.45,20.69,17.48,20.28,28212.08,3063241,82072,3043859.724
24951,UltraTech Cem.,201108,8,2011,1085.95,948.25,1070.2,21.76,18.33,21.08,29328.83,4504224,141844,4637061.909
24951,UltraTech Cem.,201109,9,2011,1198,1040,1141.6,25.7,19.34,22.49,31285.55,3238806,173136,3652673.803
24951,UltraTech Cem.,201110,10,2011,1194.1,1065.15,1152.6,24.12,20.6,22.71,31587,2229891,102900,2493611.191
24951,UltraTech Cem.,201111,11,2011,1207.9,1095.55,1148.7,24.43,21.06,22.63,31481.27,3039324,145078,3493719.764
24951,UltraTech Cem.,201112,12,2011,1230,1109.95,1166.5,25.96,21.66,22.98,31969.1,3577098,171108,4207507.964
24951,UltraTech Cem.,201201,1,2012,1280,1118.2,1214.75,26.49,21.42,23.93,33291.44,2650059,141561,3147057.072
24951,UltraTech Cem.,201202,2,2012,1494.7,1212.05,1406.4,29.73,23.36,27.71,38543.8,4658097,187130,6467567.197
24951,UltraTech Cem.,201203,3,2012,1544.7,1375.05,1514.55,18.86,16.27,18.31,41507.76,4258479,223575,6317618.167
24951,UltraTech Cem.,201204,4,2012,1533,1400.25,1424.9,18.79,16.59,17.23,39050.81,3315468,151831,4838163.82
24951,UltraTech Cem.,201205,5,2012,1473.65,1342,1423.85,18.44,15.41,17.22,39023.46,4492593,196470,6266898.024
24951,UltraTech Cem.,201206,6,2012,1549,1363.6,1516.5,19.14,15.95,18.34,41564.23,3519077,185023,5069927.333
24951,UltraTech Cem.,201207,7,2012,1651,1503.4,1639.6,20.11,18.04,19.83,44938.16,2629571,140429,4177158.701
24951,UltraTech Cem.,201208,8,2012,1770.4,1616,1693.9,21.85,19.24,20.48,46428.11,2224355,124538,3757951.517
24951,UltraTech Cem.,201209,9,2012,2009.7,1645.6,1967.85,24.82,19.55,23.8,53938.77,3015291,175475,5556544.434
24951,UltraTech Cem.,201210,10,2012,2074.95,1736.3,1996.2,25.46,18.5,24.14,54715.84,3289639,222840,6645467.981
24951,UltraTech Cem.,201211,11,2012,2154.2,1857,1941.4,28.91,22.32,23.48,53225.42,5713355,350528,11018082.05
24951,UltraTech Cem.,201212,12,2012,2033,1920.9,1986.3,24.79,22.54,24.03,54456.4,4058446,220498,8060121.821
24951,UltraTech Cem.,201301,1,2013,2056,1845.55,1902.55,25.25,21.45,23.01,52162.21,4012767,314478,7701163.904
24951,UltraTech Cem.,201302,2,2013,1980,1712.35,1868.05,24.16,19.3,22.6,51216.33,3217490,247832,6163405.21
24951,UltraTech Cem.,201303,3,2013,1941,1812.65,1868.95,21.61,19.65,20.62,51242.87,3915543,354400,7363116.427
24951,UltraTech Cem.,201304,4,2013,1940,1731.1,1900.85,21.51,18.96,20.97,52117.51,4001052,292162,7444909.393
24951,UltraTech Cem.,201305,5,2013,2069.05,1855.15,1878.3,23.38,20.21,20.72,51499.23,4833950,268722,9425630.366
24951,UltraTech Cem.,201306,6,2013,1917.6,1760.1,1877,21.22,19.25,20.71,51463.59,3183402,201166,5863916.091
24951,UltraTech Cem.,201307,7,2013,1999.95,1823.55,1836.65,22.75,19.97,20.26,50359.11,3128937,219767,5995926.716
24951,UltraTech Cem.,201308,8,2013,1834.9,1411.9,1474.85,20.43,15.19,16.27,40440.39,6397233,326185,10373644.58
24951,UltraTech Cem.,201309,9,2013,1884.95,1402.35,1809.3,21.14,14.58,19.96,49612.82,4088428,296925,6870358.348
24951,UltraTech Cem.,201310,10,2013,2009,1791,1966.85,22.59,19.52,21.7,53932.99,4082224,344113,7939110.277
24951,UltraTech Cem.,201311,11,2013,1990,1800,1907.8,22.39,19.69,21.05,52315.69,2363330,219535,4477769.225
24951,UltraTech Cem.,201312,12,2013,1961.45,1705,1764.1,22.07,18.39,19.46,48376.91,2699831,295159,4934081.725
24951,UltraTech Cem.,201401,1,2014,1777.9,1634,1710.7,20.15,17.88,18.88,46912.53,3904144,227314,6635002.485
24951,UltraTech Cem.,201402,2,2014,1879,1650.3,1839.2,20.88,17.71,20.29,50438.22,2619708,183740,4558167.539
24951,UltraTech Cem.,201403,3,2014,2195,1820.4,2186.95,30.73,25.31,30.51,59974.92,4009037,299127,8022279.922
24951,UltraTech Cem.,201404,4,2014,2280,2012.6,2027.15,32.1,27.87,28.28,55592.56,3212853,289889,6946568.415
24951,UltraTech Cem.,201405,5,2014,2554,1950.5,2382.2,38.99,26.8,33.23,65330.14,9789424,530223,22061726.6
24951,UltraTech Cem.,201406,6,2014,2872,2345.9,2591.95,41.04,31.33,36.17,71112.1,5953052,476560,16034805.75
24951,UltraTech Cem.,201407,7,2014,2673,2372.5,2420.85,37.72,31.84,33.79,66418.75,8020083,509721,20247307.3
24951,UltraTech Cem.,201408,8,2014,2733.3,2371,2550.05,38.35,31.74,35.59,69970.68,5074094,374465,13095046.97
24951,UltraTech Cem.,201409,9,2014,2767,2520.75,2631.65,39.66,34.76,36.73,72210.99,4032255,326156,10703451.49
24951,UltraTech Cem.,201410,10,2014,2660,2297.2,2548.45,37.29,31.78,35.57,69928.86,5249933,364684,12860606.41
24951,UltraTech Cem.,201411,11,2014,2669,2451.65,2484.25,37.89,34.01,34.68,68168.16,4262897,348665,10851414.49
24951,UltraTech Cem.,201412,12,2014,2698,2418.8,2676.05,37.97,33.38,37.35,73431.73,3658100,327635,9300791.585
24951,UltraTech Cem.,201501,1,2015,3199.9,2612.25,3140.35,45.79,35.81,43.83,86172.37,6454970,526513,19149585.51
24951,UltraTech Cem.,201502,2,2015,3188,2941,3135.75,45.65,40.75,43.77,86046.43,3957878,390080,12100948.59
24951,UltraTech Cem.,201503,3,2015,3398,2734.7,2877.9,51.56,39.54,42.54,78970.91,7303591,671700,21847972.12
24951,UltraTech Cem.,201504,4,2015,3029.9,2625.6,2672.1,45.44,37.9,39.5,73323.66,6378583,561709,18006362.08
24951,UltraTech Cem.,201505,5,2015,3109.85,2531,2975.3,46.65,36.15,43.98,81644.09,7109172,561009,20348081.39
24951,UltraTech Cem.,201506,6,2015,3024,2680,2993.45,44.98,38.63,44.25,82142.3,4787485,433776,13660060.96
24951,UltraTech Cem.,201507,7,2015,3369,2980.1,3149.15,50.02,42.93,46.55,86414.82,6759616,636946,21402630.44
24951,UltraTech Cem.,201508,8,2015,3256,2791,2889.8,48.58,39.81,42.72,79298.18,6258858,569064,18769971.54
24951,UltraTech Cem.,201509,9,2015,3022,2622.05,2673.4,44.94,37.49,39.52,73360.97,5970884,638509,16987768.29
24951,UltraTech Cem.,201510,10,2015,2996,2669,2886.1,45.77,37.97,42.66,79199.45,6271783,477676,17926009.24
24951,UltraTech Cem.,201511,11,2015,3044.9,2650,2801.05,49.06,37.95,41.4,76865.7,4578983,404599,12777171.64
24951,UltraTech Cem.,201512,12,2015,2905.15,2741.15,2780.55,43.05,39.48,41.1,76303.33,4873598,441607,13821994.49
24951,UltraTech Cem.,201601,1,2016,2852.3,2579,2840.1,42.34,37.23,41.98,77938.92,6711538,456304,18060263.97
24951,UltraTech Cem.,201602,2,2016,2936.45,2680,2768.6,45.26,38.36,40.93,75977.83,5266790,446493,14762637.01
24951,UltraTech Cem.,201603,3,2016,3265,2772.95,3228.75,39.34,31.46,38.11,88607.03,8416308,528214,25895444.93
24951,UltraTech Cem.,201604,4,2016,3454.9,3092.5,3161.45,41.85,35.4,37.32,86760.11,5769501,516311,18708381.66
24951,UltraTech Cem.,201605,5,2016,3269.5,3062.05,3226.7,38.79,35.7,38.09,88551.66,4634505,430931,14779968.14
24951,UltraTech Cem.,201606,6,2016,3438,3183.3,3411,41.03,37.51,40.27,93610.76,4878801,434974,16283958.61
24951,UltraTech Cem.,201607,7,2016,3739.4,3346.35,3718.2,44.39,39.08,43.89,102041.69,5325468,453150,18773624.65
24951,UltraTech Cem.,201608,8,2016,4063.9,3636.75,4028.7,48.39,42.7,47.56,110564.61,5068103,491216,19293569.05
24951,UltraTech Cem.,201609,9,2016,4129.7,3833.6,3851.55,48.92,43.99,45.47,105703.97,5272115,600719,20940412.54
24951,UltraTech Cem.,201610,10,2016,4074.7,3853.6,3964.25,48.84,44.62,46.8,108798.9,4482437,465243,17855529.2
24951,UltraTech Cem.,201611,11,2016,3990,3275,3603.45,47.26,37.32,42.54,98897.92,15273051,1253983,54339985.7
24951,UltraTech Cem.,201612,12,2016,3668,3050,3250.2,44.52,34.79,38.37,89208.23,6431225,713828,21345745.08
24951,UltraTech Cem.,201701,1,2017,3764,3261,3694.45,45.38,38.28,43.62,101405.56,5039963,522943,17524948.12
24951,UltraTech Cem.,201702,2,2017,3805,3634.1,3774.55,45.25,41.98,44.56,103605.55,4085621,452124,15291543.1
24951,UltraTech Cem.,201703,3,2017,4093.95,3720,3984.75,43.79,39.31,42.24,109384.54,6475663,523993,25384763.61
24951,UltraTech Cem.,201704,4,2017,4275,3926,4248.95,45.79,41.47,45.04,116637.04,4271246,447095,17512141.52
24951,UltraTech Cem.,201705,5,2017,4533.1,4045,4195.2,48.57,42.71,44.47,115163.17,5167151,581217,22151298.01
24951,UltraTech Cem.,201706,6,2017,4261.9,3840.55,3959.1,46.08,39.5,41.97,108686.34,5218645,582061,21074890.2
24951,UltraTech Cem.,201707,7,2017,4454.1,3935.45,4056.9,48.56,41.06,43.01,111371.61,4781591,493306,19967939.03
24951,UltraTech Cem.,201708,8,2017,4138.7,3842.3,4000.4,44.46,39.9,42.41,109821.8,4264390,388697,17045458.48
24951,UltraTech Cem.,201709,9,2017,4244,3773.3,3854.2,45.83,39.74,40.86,105810.82,4354130,456128,17527948.74
24951,UltraTech Cem.,201710,10,2017,4510,3854.2,4401.05,48.09,40.44,46.66,120828.13,5441898,480008,22682735.13
24951,UltraTech Cem.,201711,11,2017,4490.9,4128.05,4203.8,48.04,43.39,44.57,115414.12,4150523,473165,17848870.88
24951,UltraTech Cem.,201712,12,2017,4383.4,4016.35,4320.6,47.01,42.36,45.81,118622.9,3169839,402989,13424657.95
24951,UltraTech Cem.,201801,1,2018,4599.9,4243.05,4382,49.37,44.85,46.46,120314.17,4906931,549463,21571547.08
24951,UltraTech Cem.,201802,2,2018,4425,3948.6,4155.6,47.28,40.39,44.06,114104.74,3453509,429698,14371782.03
24951,UltraTech Cem.,201803,3,2018,4244,3813.1,3950,50.72,44.71,47.05,108472.52,3942352,417962,15955174.04
24951,UltraTech Cem.,201804,4,2018,4175,3862.5,4108.85,50.9,45.81,48.94,112834.77,4822165,493539,19391956.59
24951,UltraTech Cem.,201805,5,2018,4155,3631.75,3744.9,50.07,42.94,44.61,102841.61,7051667,704902,27182544.39
24951,UltraTech Cem.,201806,6,2018,3863.95,3563,3818.6,46.31,41.53,45.49,104866.04,6585112,685044,24542231.3
24951,UltraTech Cem.,201807,7,2018,4250,3730.35,4193.8,50.7,44.2,49.96,115171.28,7450840,565437,29684950.73
24951,UltraTech Cem.,201808,8,2018,4493.65,4137.05,4475.5,53.75,48.8,53.31,122908.14,5519262,496807,23721053.81
24951,UltraTech Cem.,201809,9,2018,4470,3910.5,4059.95,54.42,44.76,48.36,111496.73,6105928,629521,25122789.03
25267,Yes Bank,200507,7,2005,14,11.25,12.49,0,0,0,1686.15,112446131,378603,7002706.927
25267,Yes Bank,200508,8,2005,14.86,12.55,13.41,0,0,0,1810.35,77052831,325442,5385120.895
25267,Yes Bank,200509,9,2005,14.79,12.24,13.27,0,0,0,1791.45,27642930,137077,1903133.732
25267,Yes Bank,200510,10,2005,14.43,12.43,12.99,0,0,0,1753.65,21527784,142863,1450579.977
25267,Yes Bank,200511,11,2005,13.96,12.9,13.44,0,0,0,1814.4,5252116,33541,352896.4031
25267,Yes Bank,200512,12,2005,15.43,13.2,13.68,0,0,0,1846.8,7440231,41585,518492.4571
25267,Yes Bank,200601,1,2006,17.09,13.6,15.36,0,0,0,2073.6,15318385,108847,1142841.354
25267,Yes Bank,200602,2,2006,16.92,15.4,16.17,0,0,0,2182.95,6148162,41372,494100.3071
25267,Yes Bank,200603,3,2006,20.96,16.03,20.11,52.95,38.32,49.06,2714.85,6326078,59040,577575.754
25267,Yes Bank,200604,4,2006,20.73,15.8,19.51,51.41,32.2,47.59,2633.85,5179281,35496,505689.7399
25267,Yes Bank,200605,5,2006,21.82,16.4,18.01,55.89,36.21,43.93,2431.35,4781368,44544,477144.9109
25267,Yes Bank,200606,6,2006,18.4,13.4,15.68,45.88,30.59,38.25,2116.8,1988420,28392,158233.6128
25267,Yes Bank,200607,7,2006,17.76,13.6,16.06,47.15,29.22,39.18,2168.1,2749155,30844,221172.8496
25267,Yes Bank,200608,8,2006,19.56,15.6,17.89,51.91,37.03,43.64,2415.15,3981216,49288,348319.8934
25267,Yes Bank,200609,9,2006,18.89,16.9,18.49,48.07,39.68,45.11,2496.15,3710134,46695,335329.6052
25267,Yes Bank,200610,10,2006,24.1,18.42,22.89,60.73,43.36,55.84,3090.15,6861726,100910,738829.8653
25267,Yes Bank,200611,11,2006,28.36,21.46,25.28,75,51.16,61.67,3412.8,10824349,184788,1363078.301
25267,Yes Bank,200612,12,2006,29.74,24,26.91,76.92,53.14,68.08,3767.4,14064921,200139,1926570.921
25267,Yes Bank,200701,1,2007,34.1,26.9,30.17,90.71,67.48,76.32,4223.8,8357704,145800,1292043.635
25267,Yes Bank,200702,2,2007,32.6,26.2,28.43,84.87,58.43,71.92,3980.2,9594265,157481,1473223.807
25267,Yes Bank,200703,3,2007,31.58,23.3,28,50.14,33.29,41.54,3920,35142261,232414,5037416.097
25267,Yes Bank,200704,4,2007,31.98,26.21,30.14,48.69,37.01,44.71,4219.6,15526603,180952,2334230.12
25267,Yes Bank,200705,5,2007,36.14,28.9,33.59,55.42,40.14,49.83,4702.6,12785143,182367,2123439.981
25267,Yes Bank,200706,6,2007,36.52,27.2,36.03,54.92,32.28,53.45,5044.2,12829134,186919,2131425.385
25267,Yes Bank,200707,7,2007,40.98,34.95,37.92,64.23,50.32,56.26,5308.8,15160406,224457,2842989.436
25267,Yes Bank,200708,8,2007,39,30.11,36.97,62.25,41.17,54.85,5175.8,16754008,190388,3003182.759
25267,Yes Bank,200709,9,2007,41.8,35.57,41.39,62.63,52.42,61.4,5794.6,29835110,317181,5716576.656
25267,Yes Bank,200710,10,2007,47.2,32.79,43.46,72.1,42.79,64.47,6084.4,33546554,364815,6903142.129
25267,Yes Bank,200711,11,2007,50.92,42.37,46.18,81.32,60.27,68.51,6465.2,21319758,210414,4896625.08
25267,Yes Bank,200712,12,2007,54,41.33,49.86,86.81,55.86,77.85,7346.87,12904016,147493,3204390.66
25267,Yes Bank,200801,1,2008,55.49,30.42,50.29,92.67,34.41,78.78,7434.62,19121828,206864,4720053.314
25267,Yes Bank,200802,2,2008,54,43,49.35,88.63,56.95,77.34,7298.62,11094787,138986,2700417.987
25267,Yes Bank,200803,3,2008,48.54,24.2,33.75,38.1,16.99,24.95,4991.46,37794872,505250,6377515.864
25267,Yes Bank,200804,4,2008,35.78,28.5,34.09,27.25,20.65,25.23,5046.85,49746607,630337,8099778.608
25267,Yes Bank,200805,5,2008,36.82,30,31.12,28.04,21.4,23.03,4607.16,15612362,232182,2604184.567
25267,Yes Bank,200806,6,2008,32.2,22.6,22.94,25.9,16.51,17.01,3403.49,26670113,388009,3704049.109
25267,Yes Bank,200807,7,2008,29.6,20.4,25.54,24.56,14.62,18.94,3789.24,38519686,500187,4613982.378
25267,Yes Bank,200808,8,2008,28.84,24.85,26.84,21.88,18.03,19.91,3982.12,21094081,306568,2847975.179
25267,Yes Bank,200809,9,2008,29.8,21.63,24.12,22.3,14.4,17.91,3581.58,18689930,237990,2504588.164
25267,Yes Bank,200810,10,2008,25,11,13.64,18.77,7.5,10.13,2025.4,26670310,372244,2202929.701
25267,Yes Bank,200811,11,2008,17.76,11.29,12.24,14.34,8,9.09,1817.52,14682707,205905,1082232.927
25267,Yes Bank,200812,12,2008,16.54,11.1,15.04,12.68,8.07,11.16,2233.29,13609073,209347,972708.8
25267,Yes Bank,200901,1,2009,18.38,11.45,12.23,14.31,8.33,9.08,1816.03,23037322,290270,1622250.499
25267,Yes Bank,200902,2,2009,12.49,9.91,10.26,9.62,7.11,7.62,1523.51,13449483,127913,777393.858
25267,Yes Bank,200903,3,2009,11.25,8.12,10,5.58,3.87,4.89,1484.9,37900523,265284,1839632.587
25267,Yes Bank,200904,4,2009,17.48,9.9,15.44,9.76,4.64,7.54,2292.69,111909982,691261,7889743.242
25267,Yes Bank,200905,5,2009,29,14.75,25.13,15.68,6.66,12.28,3731.55,99873270,722284,10243458.33
25267,Yes Bank,200906,6,2009,31.13,23,29.77,15.62,9.96,14.55,4422.04,102697242,843540,13896269.19
25267,Yes Bank,200907,7,2009,33.18,24.2,31.93,16.45,11.26,15.6,4742.88,54918649,533743,8175733.522
25267,Yes Bank,200908,8,2009,35.4,29,33.49,17.82,14.09,16.37,4974.6,36381970,406923,5896357.448
25267,Yes Bank,200909,9,2009,41.29,32.05,41.01,20.39,15.37,20.12,6113.98,39919543,452735,7352327.855
25267,Yes Bank,200910,10,2009,52.4,36.91,47.65,26.64,17.39,23.47,7132.25,74423986,824082,17098381.9
25267,Yes Bank,200911,11,2009,54.95,42.8,50.51,27.22,19.95,24.9,7567.41,48952945,527164,12470234.31
25267,Yes Bank,200912,12,2009,55.68,48.6,53.23,28.14,23.58,26.29,7991.42,38004877,445474,9989040.669
25267,Yes Bank,201001,1,2010,57.55,46.26,49.85,29.94,25.27,27.77,8440.35,44898022,459001,11806987.61
25267,Yes Bank,201002,2,2010,51.51,44.5,47.32,30.37,23.36,26.42,8029.73,28238692,363323,6731124.296
25267,Yes Bank,201003,3,2010,52.16,47.2,51.24,18.84,16.43,18.2,8702.35,29246432,373125,7308646.855
25267,Yes Bank,201004,4,2010,59.6,49,57.13,22.12,16.83,20.33,9717.81,37588012,431240,10230534.93
25267,Yes Bank,201005,5,2010,58.08,48,57.59,21.48,15.04,20.51,9804.41,40597462,449521,11104358.1
25267,Yes Bank,201006,6,2010,59.88,52,53.86,21.85,18.07,19.28,9220.02,68794721,562434,19100527.5
25267,Yes Bank,201007,7,2010,60.94,53.17,59.13,22.32,18.9,21.17,10122.17,44080771,487332,12817706.02
25267,Yes Bank,201008,8,2010,68.93,59,62.24,24.92,21.03,22.38,10698.12,39035724,477560,12356802.81
25267,Yes Bank,201009,9,2010,71.74,62.46,70.03,26.33,21.92,25.28,12088.58,38454013,474431,12854524.03
25267,Yes Bank,201010,10,2010,76,66.54,71.9,28.31,23.01,26.01,12434.39,37149357,436057,13278207.08
25267,Yes Bank,201011,11,2010,76.4,58,61.23,28.2,19.85,22.2,10611.77,39816320,453791,13024470.43
25267,Yes Bank,201012,12,2010,68.35,55.4,62.56,25.22,18.94,22.69,10847.28,51112950,586709,15753931.48
25267,Yes Bank,201101,1,2011,63.54,49.41,52.62,23.89,17.16,19.1,9129.57,87197945,921740,23720246.78
25267,Yes Bank,201102,2,2011,57.68,46.71,51.2,21.26,16.77,18.59,8886.02,51011497,590736,13374638.21
25267,Yes Bank,201103,3,2011,65.19,51.48,61.92,16.38,11.62,14.78,10747.76,48214214,598248,13771168.55
25267,Yes Bank,201104,4,2011,68.22,60.48,61.03,16.84,14.33,14.59,10615.86,48091376,611056,15466187.3
25267,Yes Bank,201105,5,2011,61.7,54.46,60.16,15.22,12.96,14.39,10467.24,57273444,793154,16643112.03
25267,Yes Bank,201106,6,2011,63.56,49.8,62.41,15.49,10.12,14.93,10863.71,46522100,632982,13832637.93
25267,Yes Bank,201107,7,2011,66.9,58.99,62.13,16.1,13.44,14.91,10843.55,43717650,603738,14052585.97
25267,Yes Bank,201108,8,2011,63.77,50.4,55.51,15.42,11.45,13.32,9688.16,54569885,756976,15578387.71
