CoCode,Company Names,[Shareholding date](All),[Foreign (Promoter & Group)](All),[Indian (Promoter & Group)](All),[Total of Promoter](All),[Non Promoter (Institution)](All),[Non Promoter (Non-Institution)](All),[Total Non Promoter](All),[Total Promoter & Non Promoter](All),[Custodians(Against Depository Receipts)](All),[Grand Total](All),[Year & Month](All)
3219,Pidilite Inds.,31/03/2011,0.5733,70.1527,70.726,18.273,11.0009,29.2739,99.9999,0,100,201103
3219,Pidilite Inds.,31/03/2012,0.5716,70.1799,70.7515,18.2172,11.0313,29.2485,100,0,100,201203
3219,Pidilite Inds.,31/03/2013,0.566,69.4959,70.0619,19.2476,10.6905,29.9381,100,0,100,201303
3219,Pidilite Inds.,31/03/2014,0.566,69.4972,70.0632,19.1298,10.807,29.9368,100,0,100,201403
3219,Pidilite Inds.,31/03/2015,0,69.7386,69.7386,19.7163,10.5451,30.2614,100,0,100,201503
3219,Pidilite Inds.,31/03/2016,0,69.5905,69.5905,19.6557,10.7538,30.4095,100,0,100,201603
3219,Pidilite Inds.,31/03/2017,0,69.5895,69.5895,19.1997,11.2108,30.4105,100,0,100,201703
3219,Pidilite Inds.,31/03/2018,0,69.7783,69.7783,19.5401,10.6816,30.2217,100,0,100,201803
3219,Pidilite Inds.,31/12/2001,0,71.79,71.79,13.12,15.1,28.22,100.01,0,100,200112
3219,Pidilite Inds.,31/12/2002,0,71.79,71.79,12.03,16.18,28.21,100,0,100,200212
3219,Pidilite Inds.,31/12/2003,0,71.8,71.8,12.05,16.15,28.2,100,0,100,200312
3219,Pidilite Inds.,31/12/2004,0,71.8,71.8,14.31,13.88,28.19,99.99,0,100,200412
3219,Pidilite Inds.,31/12/2005,0,71.87,71.87,15.08,13.05,28.13,100,0,100,200512
3219,Pidilite Inds.,31/12/2006,0.57,71.16,71.73,16.23,12.04,28.27,100,0,100,200612
3219,Pidilite Inds.,31/12/2007,0.57,70.44,71.01,17.48,11.51,28.99,100,0,100,200712
3219,Pidilite Inds.,31/12/2008,0.57,70.31,70.88,18.01,11.1,29.11,99.99,0,100,200812
3219,Pidilite Inds.,31/12/2009,0.57,70.07,70.64,17.89,11.47,29.36,100,0,100,200912
3219,Pidilite Inds.,31/12/2010,0.57,70,70.57,18.22,11.2,29.42,99.99,0,100,201012
3219,Pidilite Inds.,31/12/2011,0.5716,70.1799,70.7515,18.6206,10.628,29.2486,100.0001,0,100,201112
3219,Pidilite Inds.,31/12/2012,0.566,69.4959,70.0619,18.5243,11.4138,29.9381,100,0,100,201212
3219,Pidilite Inds.,31/12/2013,0.566,69.4972,70.0632,19.0223,10.9145,29.9368,100,0,100,201312
3219,Pidilite Inds.,31/12/2014,0,69.8069,69.8069,19.6331,10.5601,30.1932,100.0001,0,100,201412
3219,Pidilite Inds.,31/12/2015,0,69.729,69.729,19.4231,10.8479,30.271,100,0,100,201512
3219,Pidilite Inds.,31/12/2016,0,69.5905,69.5905,19.2723,11.1372,30.4095,100,0,100,201612
3219,Pidilite Inds.,31/12/2017,0,69.5917,69.5917,19.4465,10.9618,30.4083,100,0,100,201712
3272,Havells India,30/06/2002,12.64,57.67,70.31,0.01,29.69,29.7,100.01,0,100,200206
3272,Havells India,30/06/2003,12.64,57.7,70.34,0,29.65,29.65,99.99,0,100,200306
3272,Havells India,30/06/2004,0,69.74,69.74,1.98,28.27,30.25,99.99,0,100,200406
3272,Havells India,30/06/2005,0,69.74,69.74,15.38,14.88,30.26,100,0,100,200506
3272,Havells India,30/06/2006,0,67.31,67.31,14.13,18.56,32.69,100,0,100,200606
3272,Havells India,30/06/2007,0,67.31,67.31,20.05,12.64,32.69,100,0,100,200706
3272,Havells India,30/06/2008,0,62.48,62.48,21.19,16.33,37.52,100,0,100,200806
3272,Havells India,30/06/2009,0,60.14,60.14,20.28,19.58,39.86,100,0,100,200906
3272,Havells India,30/06/2010,0,60.14,60.14,20.62,19.24,39.86,100,0,100,201006
3272,Havells India,30/06/2011,0,61.5612,61.5612,18.8275,19.6113,38.4388,100,0,100,201106
3272,Havells India,30/06/2012,0,61.5612,61.5612,20.9395,17.4993,38.4388,100,0,100,201206
3272,Havells India,30/06/2013,0,61.644,61.644,31.6867,6.6693,38.356,100,0,100,201306
3272,Havells India,30/06/2014,0,61.6817,61.6817,30.5084,7.8099,38.3183,100,0,100,201406
3272,Havells India,30/06/2015,0,61.6339,61.6339,28.7396,9.6265,38.3661,100,0,100,201506
3272,Havells India,30/06/2016,0,61.6075,61.6075,30.1509,8.2348,38.3857,99.9932,0.0067,100,201606
3272,Havells India,30/06/2017,0,61.5786,61.5786,29.4921,8.9225,38.4146,99.9932,0.0067,100,201706
3272,Havells India,30/06/2018,0,59.5482,59.5482,30.2128,10.2322,40.445,99.9932,0.0067,100,201806
3272,Havells India,30/09/2002,12.64,57.67,70.31,0.01,29.68,29.69,100,0,100,200209
3272,Havells India,30/09/2003,12.64,57.71,70.35,0.6,29.05,29.65,100,0,100,200309
3272,Havells India,30/09/2004,0,69.74,69.74,3.03,27.23,30.26,100,0,100,200409
3272,Havells India,30/09/2005,0,69.47,69.47,14.36,16.16,30.52,99.99,0,100,200509
3272,Havells India,30/09/2006,0,67.31,67.31,13.35,19.34,32.69,100,0,100,200609
3272,Havells India,30/09/2007,0,67.31,67.31,21.59,11.09,32.68,99.99,0,100,200709
3272,Havells India,30/09/2008,0,62.48,62.48,21.13,16.39,37.52,100,0,100,200809
3272,Havells India,30/09/2009,0,60.14,60.14,19.88,19.98,39.86,100,0,100,200909
3272,Havells India,30/09/2010,0,61.56,61.56,19.4,19.04,38.44,100,0,100,201009
3272,Havells India,30/09/2011,0,61.5612,61.5612,18.7104,19.7284,38.4388,100,0,100,201109
3272,Havells India,30/09/2012,0,61.5612,61.5612,21.0885,17.3503,38.4388,100,0,100,201209
3272,Havells India,30/09/2013,0,61.6817,61.6817,31.4948,6.8235,38.3183,100,0,100,201309
3272,Havells India,30/09/2014,0,61.6438,61.6438,29.6361,8.7201,38.3562,100,0,100,201409
3272,Havells India,30/09/2015,0,61.6339,61.6339,26.7734,11.5927,38.3661,100,0,100,201509
3272,Havells India,30/09/2016,0,61.6075,61.6075,29.591,8.7948,38.3858,99.9933,0.0067,100,201609
3272,Havells India,30/09/2017,0,61.5786,61.5786,29.1229,9.2917,38.4146,99.9932,0.0067,100,201709
3272,Havells India,31/03/2001,15.41,50.71,66.12,0.01,33.87,33.88,100,0,100,200103
3272,Havells India,31/03/2002,12.64,57.67,70.31,0.01,29.68,29.69,100,0,100,200203
3272,Havells India,31/03/2003,12.64,57.7,70.34,0,29.65,29.65,99.99,0,100,200303
3272,Havells India,31/03/2004,0,69.74,69.74,1.12,29.13,30.25,99.99,0,100,200403
3272,Havells India,31/03/2005,0,69.74,69.74,13.97,16.29,30.26,100,0,100,200503
3272,Havells India,31/03/2006,0,71.57,71.57,16.19,12.24,28.43,100,0,100,200603
3272,Havells India,31/03/2007,0,67.31,67.31,18.92,13.77,32.69,100,0,100,200703
3272,Havells India,31/03/2008,0,62.48,62.48,21.45,16.07,37.52,100,0,100,200803
3272,Havells India,31/03/2009,0,60.14,60.14,20.41,19.45,39.86,100,0,100,200903
3272,Havells India,31/03/2010,0,60.14,60.14,20.58,19.27,39.85,99.99,0,100,201003
3272,Havells India,31/03/2011,0,61.5612,61.5612,18.8672,19.5716,38.4388,100,0,100,201103
3272,Havells India,31/03/2012,0,61.5612,61.5612,20.9092,17.5296,38.4388,100,0,100,201203
3272,Havells India,31/03/2013,0,61.6259,61.6259,26.7422,11.6318,38.374,99.9999,0,100,201303
3272,Havells India,31/03/2014,0,61.6817,61.6817,31.0956,7.2227,38.3183,100,0,100,201403
3272,Havells India,31/03/2015,0,61.6438,61.6438,28.559,9.7973,38.3563,100.0001,0,100,201503
3272,Havells India,31/03/2016,0,61.6339,61.6339,29.744,8.6153,38.3593,99.9932,0.0067,100,201603
3272,Havells India,31/03/2017,0,61.6075,61.6075,29.1868,9.199,38.3858,99.9933,0.0067,100,201703
3272,Havells India,31/03/2018,0,59.5791,59.5791,30.1009,10.3132,40.4141,99.9932,0.0067,100,201803
3272,Havells India,31/12/2001,15.41,50.76,66.17,0.01,33.82,33.83,100,0,100,200112
3272,Havells India,31/12/2002,12.64,57.67,70.31,0.01,29.69,29.7,100.01,0,100,200212
3272,Havells India,31/12/2003,0,69.74,69.74,1.24,29.02,30.26,100,0,100,200312
3272,Havells India,31/12/2004,0,69.74,69.74,8.5,21.76,30.26,100,0,100,200412
3272,Havells India,31/12/2005,0,69.47,69.47,16.05,14.48,30.53,100,0,100,200512
3272,Havells India,31/12/2006,0,67.31,67.31,19.34,13.35,32.69,100,0,100,200612
3272,Havells India,31/12/2007,0,62.48,62.48,20.46,17.06,37.52,100,0,100,200712
3272,Havells India,31/12/2008,0,62.48,62.48,20.83,16.69,37.52,100,0,100,200812
3272,Havells India,31/12/2009,0,60.14,60.14,20.45,19.4,39.85,99.99,0,100,200912
3272,Havells India,31/12/2010,0,61.56,61.56,18.69,19.75,38.44,100,0,100,201012
3272,Havells India,31/12/2011,0,61.5612,61.5612,20.3334,18.1054,38.4388,100,0,100,201112
3272,Havells India,31/12/2012,0,61.5612,61.5612,21.1685,17.2703,38.4388,100,0,100,201212
3272,Havells India,31/12/2013,0,61.6817,61.6817,31.3915,6.9268,38.3183,100,0,100,201312
3272,Havells India,31/12/2014,0,61.6438,61.6438,28.2411,10.1152,38.3563,100.0001,0,100,201412
3272,Havells India,31/12/2015,0,61.6339,61.6339,29.238,9.1214,38.3594,99.9933,0.0067,100,201512
3272,Havells India,31/12/2016,0,61.6075,61.6075,28.8445,9.5412,38.3857,99.9932,0.0067,100,201612
3272,Havells India,31/12/2017,0,61.5786,61.5786,28.7361,9.6786,38.4147,99.9933,0.0067,100,201712
3392,Dabur India,30/06/2001,0,78.52,78.52,13.86,7.62,21.48,100,0,100,200106
3392,Dabur India,30/06/2002,0,78.39,78.39,12.95,8.67,21.62,100.01,0,100,200206
3392,Dabur India,30/06/2003,0,78.34,78.34,11.37,10.29,21.66,100,0,100,200306
3392,Dabur India,30/06/2004,0,78.19,78.19,10.55,11.25,21.8,99.99,0,100,200406
3392,Dabur India,30/06/2005,0,76.77,76.77,13.08,10.15,23.23,100,0,100,200506
3392,Dabur India,30/06/2006,0.03,74.02,74.05,16.67,9.27,25.94,99.99,0,100,200606
3392,Dabur India,30/06/2007,0.03,73.68,73.71,17.42,8.87,26.29,100,0,100,200706
3392,Dabur India,30/06/2008,0.03,70.7,70.73,21.77,7.5,29.27,100,0,100,200806
3392,Dabur India,30/06/2009,0.03,70.55,70.58,22.33,7.09,29.42,100,0,100,200906
3392,Dabur India,30/06/2010,0.03,68.84,68.87,24.79,6.33,31.12,99.99,0,100,201006
3392,Dabur India,30/06/2011,0.03,68.7138,68.7438,24.5858,6.6705,31.2563,100.0001,0,100,201106
3392,Dabur India,30/06/2012,0.0172,68.6512,68.6684,24.403,6.9286,31.3316,100,0,100,201206
3392,Dabur India,30/06/2013,0.0181,68.6168,68.6349,24.3717,6.9934,31.3651,100,0,100,201306
3392,Dabur India,30/06/2014,0.0179,68.1426,68.1605,25.246,6.5934,31.8394,99.9999,0,100,201406
3392,Dabur India,30/06/2015,0.0196,68.141,68.1606,25.7485,6.0909,31.8394,100,0,100,201506
3392,Dabur India,30/06/2016,0.0196,68.0012,68.0208,25.3054,6.6738,31.9792,100,0,100,201606
3392,Dabur India,30/06/2017,0.0196,68.0296,68.0492,25.8334,6.1174,31.9508,100,0,100,201706
3392,Dabur India,30/06/2018,0.0195,67.8639,67.8834,25.7195,6.3971,32.1166,100,0,100,201806
3392,Dabur India,30/09/2001,0,78.52,78.52,13.91,7.57,21.48,100,0,100,200109
3392,Dabur India,30/09/2002,0,78.39,78.39,12.42,9.19,21.61,100,0,100,200209
3392,Dabur India,30/09/2003,0,78.34,78.34,11.33,10.33,21.66,100,0,100,200309
3392,Dabur India,30/09/2004,0,78.19,78.19,10.32,11.48,21.8,99.99,0,100,200409
3392,Dabur India,30/09/2005,0,76.73,76.73,13.55,9.73,23.28,100.01,0,100,200509
3392,Dabur India,30/09/2006,0.03,73.98,74.01,16.95,9.04,25.99,100,0,100,200609
3392,Dabur India,30/09/2007,0.03,73.67,73.7,17.94,8.36,26.3,100,0,100,200709
3392,Dabur India,30/09/2008,0.03,70.7,70.73,22.09,7.19,29.28,100.01,0,100,200809
3392,Dabur India,30/09/2009,0.03,69.91,69.94,23.01,7.04,30.05,99.99,0,100,200909
3392,Dabur India,30/09/2010,0.03,68.71,68.74,24.3,6.96,31.26,100,0,100,201009
3392,Dabur India,30/09/2011,0.0551,68.6422,68.6973,24.5609,6.7418,31.3027,100,0,100,201109
3392,Dabur India,30/09/2012,0.0172,68.6456,68.6628,24.6542,6.683,31.3372,100,0,100,201209
3392,Dabur India,30/09/2013,0.0181,68.6096,68.6277,24.673,6.6993,31.3723,100,0,100,201309
3392,Dabur India,30/09/2014,0.0179,68.1383,68.1562,25.5663,6.2775,31.8438,100,0,100,201409
3392,Dabur India,30/09/2015,0.0196,68.0629,68.0825,25.3795,6.538,31.9175,100,0,100,201509
3392,Dabur India,30/09/2016,0.0196,68.0069,68.0265,25.4045,6.569,31.9735,100,0,100,201609
3392,Dabur India,30/09/2017,0.0196,68.0353,68.0549,26.1279,5.8173,31.9452,100.0001,0,100,201709
3392,Dabur India,30/09/2018,0.0195,67.8639,67.8834,25.0079,7.1087,32.1166,100,0,100,201809
3392,Dabur India,31/03/2001,0,78.53,78.53,14.05,7.42,21.47,100,0,100,200103
3392,Dabur India,31/03/2002,0,78.39,78.39,13.56,8.05,21.61,100,0,100,200203
3392,Dabur India,31/03/2003,0,78.34,78.34,11.61,10.04,21.65,99.99,0,100,200303
3392,Dabur India,31/03/2004,0,78.21,78.21,11.63,10.17,21.8,100.01,0,100,200403
3392,Dabur India,31/03/2005,0,78.11,78.11,11.43,10.46,21.89,100,0,100,200503
3392,Dabur India,31/03/2006,0,74.1,74.1,15.96,9.94,25.9,100,0,100,200603
3392,Dabur India,31/03/2007,0.03,73.77,73.8,16.76,9.43,26.19,99.99,0,100,200703
3392,Dabur India,31/03/2008,0.03,70.77,70.8,21.88,7.32,29.2,100,0,100,200803
3392,Dabur India,31/03/2009,0.03,70.7,70.73,22.47,6.81,29.28,100.01,0,100,200903
3392,Dabur India,31/03/2010,0.03,68.94,68.97,24.28,6.75,31.03,100,0,100,201003
3392,Dabur India,31/03/2011,0.03,68.7138,68.7438,24.27,6.9863,31.2563,100.0001,0,100,201103
3392,Dabur India,31/03/2012,0.0172,68.6779,68.6951,24.8642,6.4407,31.3049,100,0,100,201203
3392,Dabur India,31/03/2013,0.0172,68.6451,68.6623,24.4906,6.8471,31.3377,100,0,100,201303
3392,Dabur India,31/03/2014,0.0181,68.6257,68.6438,24.8792,6.4771,31.3563,100.0001,0,100,201403
3392,Dabur India,31/03/2015,0.0179,68.1423,68.1602,25.6769,6.1628,31.8397,99.9999,0,100,201503
3392,Dabur India,31/03/2016,67.9908,0.1209,68.1117,25.1217,6.7667,31.8884,100.0001,0,100,201603
3392,Dabur India,31/03/2017,0,68.04,68.04,25.7547,6.2053,31.96,100,0,100,201703
3392,Dabur India,31/03/2018,0.0196,68.0466,68.0662,25.7683,6.1654,31.9337,99.9999,0,100,201803
3392,Dabur India,31/12/2001,0,78.39,78.39,13.72,7.9,21.62,100.01,0,100,200112
3392,Dabur India,31/12/2002,0,78.34,78.34,12.23,9.43,21.66,100,0,100,200212
3392,Dabur India,31/12/2003,0,78.21,78.21,10.97,10.82,21.79,100,0,100,200312
3392,Dabur India,31/12/2004,0,78.16,78.16,11.03,10.82,21.85,100.01,0,100,200412
3392,Dabur India,31/12/2005,0,76.72,76.72,12.42,10.87,23.29,100.01,0,100,200512
3392,Dabur India,31/12/2006,0.03,73.97,74,16.97,9.03,26,100,0,100,200612
3392,Dabur India,31/12/2007,0.03,70.78,70.81,21.24,7.95,29.19,100,0,100,200712
3392,Dabur India,31/12/2008,0.03,70.7,70.73,22.32,6.95,29.27,100,0,100,200812
3392,Dabur India,31/12/2009,0.03,69.09,69.12,23.8,7.08,30.88,100,0,100,200912
3392,Dabur India,31/12/2010,0.03,68.71,68.74,24.16,7.09,31.25,99.99,0,100,201012
3392,Dabur India,31/12/2011,0.0551,68.64,68.6951,24.8533,6.4516,31.3049,100,0,100,201112
3392,Dabur India,31/12/2012,0.0172,68.6451,68.6623,24.7231,6.6146,31.3377,100,0,100,201212
3392,Dabur India,31/12/2013,0.0181,68.62,68.6381,24.4069,6.9551,31.362,100.0001,0,100,201312
3392,Dabur India,31/12/2014,0.0179,68.1372,68.1551,25.6903,6.1545,31.8448,99.9999,0,100,201412
3392,Dabur India,31/12/2015,0.0196,68.0807,68.1003,25.1408,6.7589,31.8997,100,0,100,201512
3392,Dabur India,31/12/2016,0.0196,68.0177,68.0373,25.4347,6.528,31.9627,100,0,100,201612
3392,Dabur India,31/12/2017,0.0196,68.0353,68.0549,26.2053,5.7398,31.9451,100,0,100,201712
3722,Bajaj Fin.,2/3/2013,0,62.3219,62.3219,18.3083,19.3698,37.6781,100,0,100,201303
3722,Bajaj Fin.,11/12/2012,0,61.9847,61.9847,16.9658,21.0495,38.0153,100,0,100,201212
3722,Bajaj Fin.,12/6/2015,0,57.8298,57.8298,23.82,18.3502,42.1702,100,0,100,201506
3722,Bajaj Fin.,12/9/2017,0,55.2611,55.2611,27.696,16.732,44.428,99.6891,0.3108,100,201709
3722,Bajaj Fin.,24/09/2016,0,57.3467,57.3467,24.3225,17.9792,42.3017,99.6484,0.3516,100,201609
3722,Bajaj Fin.,30/06/2002,0,46.15,46.15,0.17,53.68,53.85,100,0,100,200206
3722,Bajaj Fin.,30/06/2003,0,46.15,46.15,0.25,53.6,53.85,100,0,100,200306
3722,Bajaj Fin.,30/06/2004,0,46.15,46.15,0.24,53.6,53.84,99.99,0,100,200406
3722,Bajaj Fin.,30/06/2005,0,46.15,46.15,3.12,50.72,53.84,99.99,0,100,200506
3722,Bajaj Fin.,30/06/2006,0,47.74,47.74,25.09,27.17,52.26,100,0,100,200606
3722,Bajaj Fin.,30/06/2007,0,50.43,50.43,20.34,29.23,49.57,100,0,100,200706
3722,Bajaj Fin.,30/06/2008,0,52.12,52.12,23.34,24.54,47.88,100,0,100,200806
3722,Bajaj Fin.,30/06/2009,0,49.11,49.11,24.63,26.26,50.89,100,0,100,200906
3722,Bajaj Fin.,30/06/2010,0,50.52,50.52,25.17,24.31,49.48,100,0,100,201006
3722,Bajaj Fin.,30/06/2011,0,56.0707,56.0707,18.0373,25.892,43.9293,100,0,100,201106
3722,Bajaj Fin.,30/06/2012,0,61.057,61.057,17.6512,21.2918,38.943,100,0,100,201206
3722,Bajaj Fin.,30/06/2013,0,62.0653,62.0653,18.4809,19.4539,37.9348,100.0001,0,100,201306
3722,Bajaj Fin.,30/06/2014,0,61.6147,61.6147,19.2808,19.1045,38.3853,100,0,100,201406
3722,Bajaj Fin.,30/06/2015,0,57.6027,57.6027,23.923,18.4743,42.3973,100,0,100,201506
3722,Bajaj Fin.,30/06/2016,0,57.3467,57.3467,25.1284,17.079,42.2074,99.5541,0.446,100,201606
3722,Bajaj Fin.,30/06/2017,0,57.9358,57.9358,24.517,17.1288,41.6458,99.5816,0.4185,100,201706
3722,Bajaj Fin.,30/06/2018,0,55.1376,55.1376,28.8456,15.6402,44.4858,99.6234,0.3766,100,201806
3722,Bajaj Fin.,30/09/2001,0,46.15,46.15,0.17,53.68,53.85,100,0,100,200109
3722,Bajaj Fin.,30/09/2002,0,46.15,46.15,0.17,53.68,53.85,100,0,100,200209
3722,Bajaj Fin.,30/09/2003,0,46.15,46.15,0.25,53.6,53.85,100,0,100,200309
3722,Bajaj Fin.,30/09/2004,0,46.15,46.15,0.02,53.83,53.85,100,0,100,200409
3722,Bajaj Fin.,30/09/2005,0,46.76,46.76,5.19,48.04,53.23,99.99,0,100,200509
3722,Bajaj Fin.,30/09/2006,0,47.74,47.74,26.64,25.62,52.26,100,0,100,200609
3722,Bajaj Fin.,30/09/2007,0,52.12,52.12,21.53,26.35,47.88,100,0,100,200709
3722,Bajaj Fin.,30/09/2008,0,52.12,52.12,26.29,21.58,47.87,99.99,0,100,200809
3722,Bajaj Fin.,30/09/2009,0,49.11,49.11,25.03,25.86,50.89,100,0,100,200909
3722,Bajaj Fin.,30/09/2010,0,55.19,55.19,19.28,25.53,44.81,100,0,100,201009
3722,Bajaj Fin.,30/09/2011,0,56.0707,56.0707,18.0591,25.8702,43.9293,100,0,100,201109
3722,Bajaj Fin.,30/09/2012,0,60.9463,60.9463,17.5121,21.5416,39.0537,100,0,100,201209
3722,Bajaj Fin.,30/09/2013,0,62.0653,62.0653,18.274,19.6608,37.9348,100.0001,0,100,201309
3722,Bajaj Fin.,30/09/2014,0,61.6147,61.6147,19.4606,18.9247,38.3853,100,0,100,201409
3722,Bajaj Fin.,30/09/2015,0,57.6027,57.6027,23.8632,18.5342,42.3974,100.0001,0,100,201509
3722,Bajaj Fin.,30/09/2016,0,57.3467,57.3467,24.4685,17.8385,42.307,99.6537,0.3463,100,201609
3722,Bajaj Fin.,30/09/2017,0,55.2611,55.2611,28.1163,16.3139,44.4302,99.6913,0.3087,100,201709
3722,Bajaj Fin.,31/03/2001,0,28.58,28.58,19.68,51.75,71.43,100.01,0,100,200103
3722,Bajaj Fin.,31/03/2002,0,46.15,46.15,0.17,53.68,53.85,100,0,100,200203
3722,Bajaj Fin.,31/03/2003,0,46.15,46.15,0.17,53.68,53.85,100,0,100,200303
3722,Bajaj Fin.,31/03/2004,0,46.15,46.15,0.24,53.6,53.84,99.99,0,100,200403
3722,Bajaj Fin.,31/03/2005,0,46.15,46.15,1.21,52.64,53.85,100,0,100,200503
3722,Bajaj Fin.,31/03/2006,0,41.51,41.51,24.53,33.97,58.5,100.01,0,100,200603
3722,Bajaj Fin.,31/03/2007,0,50.43,50.43,19.37,30.19,49.56,99.99,0,100,200703
3722,Bajaj Fin.,31/03/2008,0,52.12,52.12,23.02,24.86,47.88,100,0,100,200803
3722,Bajaj Fin.,31/03/2009,0,49.11,49.11,24,26.89,50.89,100,0,100,200903
3722,Bajaj Fin.,31/03/2010,0,50.52,50.52,25.7,23.79,49.49,100.01,0,100,201003
3722,Bajaj Fin.,31/03/2011,0,56.0707,56.0707,18.0862,25.8432,43.9294,100.0001,0,100,201103
3722,Bajaj Fin.,31/03/2012,0,61.057,61.057,16.9446,21.9984,38.943,100,0,100,201203
3722,Bajaj Fin.,31/03/2013,0,62.0653,62.0653,18.133,19.8017,37.9347,100,0,100,201303
3722,Bajaj Fin.,31/03/2014,0,61.6147,61.6147,19.2794,19.1059,38.3853,100,0,100,201403
3722,Bajaj Fin.,31/03/2015,0,61.6064,61.6064,19.1834,19.2102,38.3936,100,0,100,201503
3722,Bajaj Fin.,31/03/2016,0,57.3467,57.3467,24.4634,17.591,42.0544,99.4011,0.599,100,201603
3722,Bajaj Fin.,31/03/2017,0,57.9358,57.9358,24.6186,16.8896,41.5082,99.444,0.556,100,201703
3722,Bajaj Fin.,31/03/2018,0,55.1376,55.1376,28.4358,15.9362,44.372,99.5096,0.4904,100,201803
3722,Bajaj Fin.,31/12/2001,0,46.15,46.15,0.17,53.62,53.79,99.94,0,99.94,200112
3722,Bajaj Fin.,31/12/2002,0,46.15,46.15,0.17,53.68,53.85,100,0,100,200212
3722,Bajaj Fin.,31/12/2003,0,46.15,46.15,0.35,53.49,53.84,99.99,0,100,200312
3722,Bajaj Fin.,31/12/2004,0,46.15,46.15,0.49,53.36,53.85,100,0,100,200412
3722,Bajaj Fin.,31/12/2005,0,46.76,46.76,6.4,46.84,53.24,100,0,100,200512
3722,Bajaj Fin.,31/12/2006,0,47.74,47.74,28.02,24.23,52.25,99.99,0,100,200612
3722,Bajaj Fin.,31/12/2007,0,52.12,52.12,21.91,25.97,47.88,100,0,100,200712
3722,Bajaj Fin.,31/12/2008,0,52.12,52.12,26.37,21.51,47.88,100,0,100,200812
3722,Bajaj Fin.,31/12/2009,0,49.11,49.11,25.77,25.11,50.88,99.99,0,100,200912
3722,Bajaj Fin.,31/12/2010,0,55.51,55.51,18.99,25.49,44.48,99.99,0,100,201012
3722,Bajaj Fin.,31/12/2011,0,56.0707,56.0707,18.5581,25.3712,43.9293,100,0,100,201112
3722,Bajaj Fin.,31/12/2012,0,61.9847,61.9847,18.6797,19.3356,38.0153,100,0,100,201212
3722,Bajaj Fin.,31/12/2013,0,62.0653,62.0653,18.7909,19.1439,37.9348,100.0001,0,100,201312
3722,Bajaj Fin.,31/12/2014,0,61.6087,61.6087,19.3789,19.0125,38.3914,100.0001,0,100,201412
3722,Bajaj Fin.,31/12/2015,0,57.6027,57.6027,24.2399,17.8722,42.1121,99.7148,0.2852,100,201512
3722,Bajaj Fin.,31/12/2016,0,58.0667,58.0667,23.9034,17.7312,41.6346,99.7013,0.2988,100,201612
3722,Bajaj Fin.,31/12/2017,0,55.2764,55.2764,28.5422,15.8996,44.4418,99.7182,0.2819,100,201712
4325,Sun Pharma.Inds.,10/4/2015,0,54.7145,54.7145,23.9861,21.2995,45.2856,100.0001,0,100,201504
4325,Sun Pharma.Inds.,16/08/2013,0,63.6522,63.6522,25.9624,10.3854,36.3478,100,0,100,201308
4325,Sun Pharma.Inds.,30/06/2001,0,72.1,72.1,16.18,11.72,27.9,100,0,100,200106
4325,Sun Pharma.Inds.,30/06/2002,0,71.47,71.47,17.35,11.18,28.53,100,0,100,200206
4325,Sun Pharma.Inds.,30/06/2003,0,72.11,72.11,17.16,10.73,27.89,100,0,100,200306
4325,Sun Pharma.Inds.,30/06/2004,0,72.11,72.11,17.35,10.55,27.9,100.01,0,100,200406
4325,Sun Pharma.Inds.,30/06/2005,0,71.79,71.79,18,10.22,28.22,100.01,0,100,200506
4325,Sun Pharma.Inds.,30/06/2006,0,71.18,71.18,18.69,10.13,28.82,100,0,100,200606
4325,Sun Pharma.Inds.,30/06/2007,0,67.03,67.03,21.77,11.21,32.98,100.01,0,100,200706
4325,Sun Pharma.Inds.,30/06/2008,0,63.72,63.72,25.09,11.19,36.28,100,0,100,200806
4325,Sun Pharma.Inds.,30/06/2009,0,63.71,63.71,23.9,12.38,36.28,99.99,0,100,200906
4325,Sun Pharma.Inds.,30/06/2010,0,63.72,63.72,25.5,10.79,36.29,100.01,0,100,201006
4325,Sun Pharma.Inds.,30/06/2011,0,63.7157,63.7157,25.5883,10.6961,36.2844,100.0001,0,100,201106
4325,Sun Pharma.Inds.,30/06/2012,0,63.7157,63.7157,25.7345,10.5498,36.2843,100,0,100,201206
4325,Sun Pharma.Inds.,30/06/2013,0,63.6819,63.6819,26.002,10.3161,36.3181,100,0,100,201306
4325,Sun Pharma.Inds.,30/06/2014,0,63.6524,63.6524,28.0546,8.2929,36.3475,99.9999,0,100,201406
4325,Sun Pharma.Inds.,30/06/2015,0,54.7076,54.7076,31.5089,13.7835,45.2924,100,0,100,201506
4325,Sun Pharma.Inds.,30/06/2016,0,54.9713,54.9713,34.9585,10.0676,45.0261,99.9974,0.0027,100,201606
4325,Sun Pharma.Inds.,30/06/2017,0,54.3847,54.3847,32.6004,13.0137,45.6141,99.9988,0.0012,100,201706
4325,Sun Pharma.Inds.,30/06/2018,0,54.3843,54.3843,32.9767,12.6391,45.6158,100.0001,0,100,201806
4325,Sun Pharma.Inds.,30/09/2001,0,71.78,71.78,16.34,11.88,28.22,100,0,100,200109
4325,Sun Pharma.Inds.,30/09/2002,0,71.46,71.46,17.56,10.98,28.54,100,0,100,200209
4325,Sun Pharma.Inds.,30/09/2003,0,72.11,72.11,17.27,10.62,27.89,100,0,100,200309
