CoCode,Company Names,[Year & Month](All),[Shareholding Date](All),[Total Foreign](All),[Total Institutions](All),[Total Govt Holding](All),[Total Non Promoter Corporate Holding](All),[Total Promoters](All),[Total Public & Others](All),[Totals](All)
2966,Motherson Sumi,200303,31/03/2003,3.33,2.55,0,9.32,71.39,13.41,100
2966,Motherson Sumi,200403,31/03/2004,3.47,1.72,0,10.03,71.52,13.26,100
2966,Motherson Sumi,200503,31/03/2005,2.95,2.89,0,8.15,71.7,14.32,100
2966,Motherson Sumi,200603,31/03/2006,7.1,3.07,0,6.82,71.7,11.32,100
2966,Motherson Sumi,200703,31/03/2007,6.42,3.41,0,7.48,71.7,11,100
2966,Motherson Sumi,200803,31/03/2008,6.41,4.38,0,7.58,71.05,10.58,100
2966,Motherson Sumi,200903,31/03/2009,6.57,6.31,0,6.84,71.06,9.23,100
2966,Motherson Sumi,201003,31/03/2010,10.22,7.67,0,5.93,67.45,8.74,100
2966,Motherson Sumi,201103,31/03/2011,10.21,9.42,0,8.14,65.2,7.04,100
2966,Motherson Sumi,201203,31/03/2012,12.11,10.17,0,5.92,65.21,6.61,100
2966,Motherson Sumi,201303,31/03/2013,15.3,9.57,0,3.74,65.59,5.8,100
2966,Motherson Sumi,201403,31/03/2014,17.02,7.43,0,3.72,65.59,6.25,100
2966,Motherson Sumi,201503,31/03/2015,18.51,5.2,0,3.79,65.59,6.9,100
2966,Motherson Sumi,201603,31/03/2016,18.02,5.79,0,2.89,65.61,7.7,100
2966,Motherson Sumi,201703,31/03/2017,20.09,6.77,0,3.26,63.11,6.78,100
2966,Motherson Sumi,201803,31/03/2018,19.09,9.44,0,2.43,61.73,7.32,100
2966,Motherson Sumi,200112,31/12/2001,3.34,3.23,0,11.33,70.81,11.29,100
2966,Motherson Sumi,200212,31/12/2002,3.33,2.63,0,9.22,71.39,13.44,100
2966,Motherson Sumi,200312,31/12/2003,3.48,1.72,0,10.11,71.44,13.25,100
2966,Motherson Sumi,200412,31/12/2004,3.3,2.78,0,8.66,71.7,13.56,100
2966,Motherson Sumi,200512,31/12/2005,6.76,2.86,0,7,71.7,11.68,100
2966,Motherson Sumi,200612,31/12/2006,6.88,3.26,0,7.07,71.7,11.08,100
2966,Motherson Sumi,200712,31/12/2007,6.95,3.71,0,7.49,71.06,10.79,100
2966,Motherson Sumi,200812,31/12/2008,6.56,6.29,0,7.05,71.06,9.04,100
2966,Motherson Sumi,200912,31/12/2009,6.4,7.87,0,5.76,71.06,8.92,100
2966,Motherson Sumi,201012,31/12/2010,9.41,9.51,0,8.24,65.2,7.65,100
2966,Motherson Sumi,201112,31/12/2011,11.04,10.09,0,7.05,65.2,6.61,100
2966,Motherson Sumi,201212,31/12/2012,14.05,9.51,0,4.5,65.59,6.36,100
2966,Motherson Sumi,201312,31/12/2013,17.28,7.8,0,3.48,65.59,5.85,100
2966,Motherson Sumi,201412,31/12/2014,18.41,5.13,0,3.91,65.59,6.95,100
2966,Motherson Sumi,201512,31/12/2015,18.61,5.04,0,3.14,65.61,7.6,100
2966,Motherson Sumi,201612,31/12/2016,19.92,6.83,0,3.05,63.11,7.1,100
2966,Motherson Sumi,201712,31/12/2017,20.36,8.44,0,2.27,61.73,7.22,100
3026,Lupin,199602,20/02/1996,0.45,70.39,0,0.39,0.04,28.75,100
3026,Lupin,200106,30/06/2001,3.38,6.54,0,6.56,66.88,16.65,100
3026,Lupin,200206,30/06/2002,0.13,6.21,0,4.96,67.22,21.48,100
3026,Lupin,200306,30/06/2003,2.39,4.26,0,5.81,67.22,20.33,100
3026,Lupin,200406,30/06/2004,28.83,6.1,0,2.26,50.48,12.33,100
3026,Lupin,200506,30/06/2005,26.64,7.34,0,2.81,52.45,10.77,100
3026,Lupin,200606,30/06/2006,21.89,11.79,0,1.85,52.38,12.1,100
3026,Lupin,200706,30/06/2007,21.7,12.71,0,2.91,51.56,11.12,100
3026,Lupin,200806,30/06/2008,17.21,20.4,0,1.71,51.12,9.56,100
3026,Lupin,200906,30/06/2009,12.27,26.4,0,1.28,50.44,9.62,100
3026,Lupin,201006,30/06/2010,18.75,22.67,0,1.61,47.11,9.86,100
3026,Lupin,201106,30/06/2011,23.8,19.19,0,1.03,46.97,9.02,100
3026,Lupin,201206,30/06/2012,28.19,16.05,0,0.68,46.91,8.17,100
3026,Lupin,201306,30/06/2013,30.95,12.4,0,1.07,46.81,8.78,100
3026,Lupin,201406,30/06/2014,31.95,11.02,0,2.09,46.73,8.21,100
3026,Lupin,201506,30/06/2015,37.22,6.82,0,1.1,46.59,8.26,100
3026,Lupin,201606,30/06/2016,35.56,7.4,0.14,0.95,46.77,9.18,100
3026,Lupin,201706,30/06/2017,31.25,9.56,0.25,1.33,46.7,10.91,100
3026,Lupin,201806,30/06/2018,26.42,11.84,0.25,1.17,47.01,13.31,100
3026,Lupin,200109,30/09/2001,3.63,8.74,0,3.76,66.96,16.92,100
3026,Lupin,200209,30/09/2002,0.13,6.34,0,4.15,67.22,22.16,100
3026,Lupin,200309,30/09/2003,7.16,4.03,0,3.53,67.17,18.11,100
3026,Lupin,200409,30/09/2004,29.41,5.48,0,2.48,51.52,11.11,100
3026,Lupin,200509,30/09/2005,24.43,8.26,0,4.24,52.45,10.63,100
3026,Lupin,200609,30/09/2006,22.71,10.71,0,1.98,52.36,12.25,100
3026,Lupin,200709,30/09/2007,20.71,13.97,0,2.83,51.15,11.35,100
3026,Lupin,200809,30/09/2008,16.2,21.24,0,1.88,50.96,9.72,100
3026,Lupin,200909,30/09/2009,13.61,26.78,0,1.48,48.66,9.48,100
3026,Lupin,201009,30/09/2010,20.25,21.46,0,1.24,47.04,10.01,100
3026,Lupin,201109,30/09/2011,26.3,17.2,0,0.7,46.94,8.86,100
3026,Lupin,201209,30/09/2012,28.29,15.37,0,0.79,46.89,8.66,100
3026,Lupin,201309,30/09/2013,31.68,12.07,0,1.08,46.78,8.39,100
3026,Lupin,201409,30/09/2014,32.01,10.97,0,1.96,46.69,8.38,100
3026,Lupin,201509,30/09/2015,37.37,6.55,0,1.08,46.56,8.45,100
3026,Lupin,201609,30/09/2016,35.37,7.07,0.14,1.12,46.74,9.58,100
3026,Lupin,201709,30/09/2017,28.14,12.17,0.2,1.31,46.8,11.39,100
3026,Lupin,201809,30/09/2018,25.23,12.21,0.26,0,47,15.3,100
3026,Lupin,200103,31/03/2001,0.29,2.65,0,1.96,66.34,28.76,100
3026,Lupin,200203,31/03/2002,0.25,7.19,0,4.85,67.22,20.49,100
3026,Lupin,200303,31/03/2003,0.4,4.29,0,5.05,67.22,23.04,100
3026,Lupin,200403,31/03/2004,25.44,5.28,0,2.9,50.54,15.84,100
3026,Lupin,200503,31/03/2005,29.74,5.95,0,1.52,52.51,10.28,100
3026,Lupin,200603,31/03/2006,25.53,8.8,0,1.59,52.45,11.63,100
3026,Lupin,200703,31/03/2007,23.53,11.39,0,1.99,52.34,10.76,100
3026,Lupin,200803,31/03/2008,26.18,10.13,0,1.96,51.13,10.62,100
3026,Lupin,200903,31/03/2009,11.26,27.28,0,1.48,50.64,9.35,100
3026,Lupin,201003,31/03/2010,17.47,24.15,0,1.36,47.15,9.89,100
3026,Lupin,201103,31/03/2011,22.19,20.06,0,1,46.98,9.77,100
3026,Lupin,201203,31/03/2012,27.66,16.53,0,0.78,46.93,8.11,100
3026,Lupin,201303,31/03/2013,29.16,14.33,0,1.01,46.84,8.67,100
3026,Lupin,201403,31/03/2014,32.1,11.31,0,1.41,46.75,8.44,100
3026,Lupin,201503,31/03/2015,35.09,8.67,0,1.14,46.63,8.47,100
3026,Lupin,201603,31/03/2016,35.83,6.99,0.14,1.21,46.52,9.33,100
3026,Lupin,201703,31/03/2017,32.58,9.14,0.23,1.07,46.69,10.28,100
3026,Lupin,201803,31/03/2018,26,12.01,0.2,1.58,47.01,13.21,100
3026,Lupin,200112,31/12/2001,0.53,7.43,0,5.67,67.22,19.16,100
3026,Lupin,200212,31/12/2002,0.11,4.68,0,6.78,67.22,21.21,100
3026,Lupin,200312,31/12/2003,24.73,4.49,0,3.29,50.54,16.94,100
3026,Lupin,200412,31/12/2004,29.21,5.86,0,2.04,52.51,10.38,100
3026,Lupin,200512,31/12/2005,25.11,8.42,0,2.72,52.45,11.3,100
3026,Lupin,200612,31/12/2006,23.34,11.41,0,2.17,52.35,10.73,100
3026,Lupin,200712,31/12/2007,21.83,13.51,0,2.82,51.14,10.71,100
3026,Lupin,200812,31/12/2008,14.77,23.12,0,1.86,50.65,9.61,100
3026,Lupin,200912,31/12/2009,16.37,25.2,0,1.71,47.18,9.55,100
3026,Lupin,201012,31/12/2010,23.4,18.83,0,1.37,47.01,9.39,100
3026,Lupin,201112,31/12/2011,26.37,17.23,0,0.81,46.93,8.66,100
3026,Lupin,201212,31/12/2012,28.06,15.64,0,1.06,46.85,8.4,100
3026,Lupin,201312,31/12/2013,32.15,11.3,0,1.48,46.76,8.3,100
3026,Lupin,201412,31/12/2014,32.15,10.74,0,2.04,46.66,8.41,100
3026,Lupin,201512,31/12/2015,37.61,6.53,0,0.98,46.53,8.36,100
3026,Lupin,201612,31/12/2016,34.03,8.03,0.17,1.05,46.71,10.02,100
3026,Lupin,201712,31/12/2017,26.13,11.89,0.2,1.7,47.02,13.07,100
3126,Zee Entertainmen,199608,14/08/1996,4.62,25.07,0,2.34,49.34,18.63,100
3126,Zee Entertainmen,200106,30/06/2001,21.01,5.66,0,6.03,59.59,7.7,100
3126,Zee Entertainmen,200206,30/06/2002,30.78,6.48,0,2.73,52.78,7.23,100
3126,Zee Entertainmen,200306,30/06/2003,31.02,5.34,0,3.8,50.49,9.35,100
3126,Zee Entertainmen,200406,30/06/2004,37.39,8.82,0,1.26,47.64,4.9,100
3126,Zee Entertainmen,200506,30/06/2005,39.5,9,0,1.3,46.57,3.63,100
3126,Zee Entertainmen,200606,30/06/2006,28.89,19.26,0,2.32,46.02,3.51,100
3126,Zee Entertainmen,200706,30/06/2007,32.59,15.63,0,4.66,43.25,3.88,100
3126,Zee Entertainmen,200806,30/06/2008,27.86,21.03,0,6.85,41.5,2.77,100
3126,Zee Entertainmen,200906,30/06/2009,27.94,22.62,0,4.8,41.5,3.14,100
3126,Zee Entertainmen,201006,30/06/2010,27.95,22.11,0,4.72,42.82,2.4,100
3126,Zee Entertainmen,201106,30/06/2011,35.45,14.26,0,4.69,42.78,2.82,100
3126,Zee Entertainmen,201206,30/06/2012,35.64,13.12,0,5.26,43.87,2.12,100
3126,Zee Entertainmen,201306,30/06/2013,42.79,7.83,0,3.7,43.11,2.57,100
3126,Zee Entertainmen,201406,30/06/2014,50.13,2.16,0,2.33,43.07,2.3,100
3126,Zee Entertainmen,201506,30/06/2015,47.98,3.65,0.05,2.91,43.07,2.34,100
3126,Zee Entertainmen,201606,30/06/2016,48.38,3.78,0.05,2.76,43.07,1.97,100
3126,Zee Entertainmen,201706,30/06/2017,44.92,5.57,0.14,3.46,43.07,2.85,100
3126,Zee Entertainmen,201806,30/06/2018,41,11.14,0.15,3.51,41.62,2.58,100
3126,Zee Entertainmen,200109,30/09/2001,22.35,6.94,0,5.54,57.77,7.4,100
3126,Zee Entertainmen,200209,30/09/2002,28.81,6.58,0,3.33,52.55,8.73,100
3126,Zee Entertainmen,200309,30/09/2003,37.5,4.48,0,2.8,47.71,7.51,100
3126,Zee Entertainmen,200409,30/09/2004,38.23,8.84,0,1.26,47.3,4.38,100
3126,Zee Entertainmen,200509,30/09/2005,34.31,12.3,0,3.03,46.38,3.98,100
3126,Zee Entertainmen,200609,30/09/2006,33.4,14.67,0,3.59,44.79,3.55,100
3126,Zee Entertainmen,200709,30/09/2007,32.9,16.45,0,5.64,41.54,3.47,100
3126,Zee Entertainmen,200809,30/09/2008,27.7,21.29,0,6.81,41.5,2.69,100
3126,Zee Entertainmen,200909,30/09/2009,26.33,24.93,0,4.43,41.5,2.81,100
3126,Zee Entertainmen,201009,30/09/2010,30.26,18.13,0,6.26,42.8,2.55,100
3126,Zee Entertainmen,201109,30/09/2011,35.3,13.2,0,5.32,43.31,2.87,100
3126,Zee Entertainmen,201209,30/09/2012,36.44,12.55,0,5.21,43.36,2.43,100
3126,Zee Entertainmen,201309,30/09/2013,44.13,6.16,0,4.16,43.09,2.46,100
3126,Zee Entertainmen,201409,30/09/2014,51.13,1.39,0,2.17,43.07,2.25,100
3126,Zee Entertainmen,201509,30/09/2015,48.65,3.48,0.05,2.67,43.07,2.09,100
3126,Zee Entertainmen,201609,30/09/2016,48.28,3.54,0.05,3.13,43.07,1.94,100
3126,Zee Entertainmen,201709,30/09/2017,44.09,6.52,0.15,3.23,43.07,2.95,100
3126,Zee Entertainmen,201809,30/09/2018,40.81,10.96,0.15,0,41.62,6.46,100
3126,Zee Entertainmen,200103,31/03/2001,54.84,6.77,0,6.19,23.51,8.7,100
3126,Zee Entertainmen,200203,31/03/2002,27.45,7.11,0,6.14,52.78,6.51,100
3126,Zee Entertainmen,200303,31/03/2003,28.22,6.89,0,3.28,51.78,9.83,100
3126,Zee Entertainmen,200403,31/03/2004,35.58,8.9,0,1.75,47.64,6.14,100
3126,Zee Entertainmen,200503,31/03/2005,41.6,6.48,0,1.09,46.67,4.18,100
3126,Zee Entertainmen,200603,31/03/2006,31.93,17.07,0,1.59,46.23,3.18,100
3126,Zee Entertainmen,200703,31/03/2007,32.46,15.43,0,4.39,43.25,4.47,100
3126,Zee Entertainmen,200803,31/03/2008,29.23,21.17,0,5.35,41.54,2.71,100
3126,Zee Entertainmen,200903,31/03/2009,30,20.77,0,4.7,41.5,3.04,100
3126,Zee Entertainmen,201003,31/03/2010,29.06,22.27,0,5.09,41.5,2.09,100
3126,Zee Entertainmen,201103,31/03/2011,36.17,12.94,0,5.16,42.79,2.95,100
3126,Zee Entertainmen,201203,31/03/2012,37.29,12.54,0,4.3,43.65,2.22,100
3126,Zee Entertainmen,201303,31/03/2013,41.98,8.71,0,3.45,43.36,2.49,100
3126,Zee Entertainmen,201403,31/03/2014,48.24,3.42,0,3.02,43.07,2.25,100
3126,Zee Entertainmen,201503,31/03/2015,50.24,2.12,0.05,2.27,43.07,2.25,100
3126,Zee Entertainmen,201603,31/03/2016,47.39,4.11,0.05,3.34,43.07,2.05,100
3126,Zee Entertainmen,201703,31/03/2017,46.46,4.38,0.07,3.29,43.07,2.73,100
3126,Zee Entertainmen,201803,31/03/2018,41.61,10.61,0.19,3.42,41.62,2.56,100
3126,Zee Entertainmen,200112,31/12/2001,20.06,8.18,0,7.25,56.27,8.24,100
3126,Zee Entertainmen,200212,31/12/2002,26.78,7.88,0,4.23,51.83,9.28,100
3126,Zee Entertainmen,200312,31/12/2003,39.86,4.15,0,2.37,47.71,5.92,100
3126,Zee Entertainmen,200412,31/12/2004,40.77,7.46,0,0.95,47.2,3.63,100
3126,Zee Entertainmen,200512,31/12/2005,31.28,15.82,0,2.11,46.38,4.42,100
3126,Zee Entertainmen,200612,31/12/2006,34.25,13.71,0,3.78,43.89,4.38,100
3126,Zee Entertainmen,200712,31/12/2007,31.41,18.8,0,5.25,41.54,3,100
3126,Zee Entertainmen,200812,31/12/2008,28.59,22.35,0,4.8,41.5,2.76,100
3126,Zee Entertainmen,200912,31/12/2009,28.43,23.05,0,4.85,41.5,2.18,100
3126,Zee Entertainmen,201012,31/12/2010,35.39,12.94,0,6.05,42.79,2.85,100
3126,Zee Entertainmen,201112,31/12/2011,35.93,12.8,0,5.3,43.52,2.45,100
3126,Zee Entertainmen,201212,31/12/2012,37.82,11.38,0,4.86,43.36,2.57,100
3126,Zee Entertainmen,201312,31/12/2013,47.54,4.06,0,3.03,43.08,2.3,100
3126,Zee Entertainmen,201412,31/12/2014,52.17,0.92,0.05,1.69,43.07,2.09,100
3126,Zee Entertainmen,201512,31/12/2015,47.63,4.18,0.05,0,43.07,5.07,100
3126,Zee Entertainmen,201612,31/12/2016,46.88,4.28,0.05,3.41,43.07,2.32,100
3126,Zee Entertainmen,201712,31/12/2017,42.48,8.24,0.16,3.33,43.07,2.71,100
3219,Pidilite Inds.,199609,17/09/1996,1.86,2.18,0,17.18,55.97,22.82,100
3219,Pidilite Inds.,199809,22/09/1998,4.64,2.78,0,17.16,56,19.43,100
3219,Pidilite Inds.,199709,23/09/1997,4.19,1.83,0,17.66,55.98,20.34,100
3219,Pidilite Inds.,200007,25/07/2000,8.22,4.69,0,17.52,55.5,14.07,100
3219,Pidilite Inds.,200106,30/06/2001,7.99,5.45,0,0.61,71.82,14.13,100
3219,Pidilite Inds.,200206,30/06/2002,9.84,3.4,0,0.88,71.79,14.09,100
3219,Pidilite Inds.,200306,30/06/2003,8.43,4.12,0,1.06,71.79,14.6,100
3219,Pidilite Inds.,200406,30/06/2004,9.09,4.63,0,0.87,71.8,13.61,100
3219,Pidilite Inds.,200506,30/06/2005,9.76,5.81,0,0.85,71.79,11.8,100
3219,Pidilite Inds.,200606,30/06/2006,10,5.83,0,0.91,71.87,11.38,100
3219,Pidilite Inds.,200706,30/06/2007,10.96,6.7,0,0.76,71.04,10.55,100
3219,Pidilite Inds.,200806,30/06/2008,8.99,8.58,0,1.03,70.88,10.52,100
3219,Pidilite Inds.,200906,30/06/2009,9.34,8.34,0,1.13,70.88,10.31,100
3219,Pidilite Inds.,201006,30/06/2010,9.32,8.54,0,1.11,70.58,10.46,100
3219,Pidilite Inds.,201106,30/06/2011,11,7.38,0,1.03,70.68,9.91,100
3219,Pidilite Inds.,201206,30/06/2012,12.91,4.9,0,1.98,70.75,9.47,100
3219,Pidilite Inds.,201306,30/06/2013,13.88,5.44,0,1.24,70.06,9.38,100
3219,Pidilite Inds.,201406,30/06/2014,15.74,3.48,0,1.55,70.06,9.17,100
3219,Pidilite Inds.,201506,30/06/2015,14.65,5.02,0.09,1.32,69.74,9.19,100
3219,Pidilite Inds.,201606,30/06/2016,13.97,6.02,0.08,1.08,69.59,9.26,100
3219,Pidilite Inds.,201706,30/06/2017,11.82,7.27,0.16,1.58,69.61,9.57,100
3219,Pidilite Inds.,201806,30/06/2018,12.07,8.01,0.07,0.94,69.76,9.15,100
3219,Pidilite Inds.,200109,30/09/2001,8.03,5.36,0,0.58,71.77,14.26,100
3219,Pidilite Inds.,200209,30/09/2002,8.94,3.46,0,0.93,71.79,14.88,100
3219,Pidilite Inds.,200309,30/09/2003,8.57,3.57,0,1.24,71.8,14.82,100
3219,Pidilite Inds.,200409,30/09/2004,9,5.4,0,0.87,71.8,12.93,100
3219,Pidilite Inds.,200509,30/09/2005,9.85,5.49,0,1.14,71.87,11.64,100
3219,Pidilite Inds.,200609,30/09/2006,10,5.9,0,0.92,71.74,11.43,100
3219,Pidilite Inds.,200709,30/09/2007,11.14,6.53,0,0.87,71.01,10.45,100
3219,Pidilite Inds.,200809,30/09/2008,9.18,8.74,0,0.79,70.88,10.41,100
3219,Pidilite Inds.,200909,30/09/2009,9.36,8.47,0,1.16,70.88,10.14,100
3219,Pidilite Inds.,201009,30/09/2010,9.8,8.19,0,1.01,70.58,10.42,100
3219,Pidilite Inds.,201109,30/09/2011,11.89,6.75,0,1.13,70.52,9.72,100
3219,Pidilite Inds.,201209,30/09/2012,13.13,4.95,0,1.87,70.62,9.44,100
3219,Pidilite Inds.,201309,30/09/2013,13.66,5.28,0,1.52,70.06,9.48,100
3219,Pidilite Inds.,201409,30/09/2014,15.92,3.42,0.03,1.58,70.01,9.05,100
3219,Pidilite Inds.,201509,30/09/2015,14.48,5.13,0.08,1.28,69.73,9.31,100
3219,Pidilite Inds.,201609,30/09/2016,13.56,5.87,0.08,1.16,69.59,9.74,100
3219,Pidilite Inds.,201709,30/09/2017,10.92,8.28,0.11,1.63,69.59,9.48,100
3219,Pidilite Inds.,201809,30/09/2018,12.12,7.7,0.07,1.16,69.74,9.22,100
3219,Pidilite Inds.,200103,31/03/2001,7.98,5.3,0,0.92,71.92,13.87,100
3219,Pidilite Inds.,200203,31/03/2002,8.96,3.81,0,0.74,71.79,14.71,100
3219,Pidilite Inds.,200303,31/03/2003,8.51,3.77,0,1.09,71.79,14.85,100
3219,Pidilite Inds.,200403,31/03/2004,9.19,4.4,0,0.98,71.8,13.63,100
3219,Pidilite Inds.,200503,31/03/2005,9.65,5.51,0,0.92,71.8,12.12,100
3219,Pidilite Inds.,200603,31/03/2006,10.24,5.65,0,0.94,71.87,11.3,100
3219,Pidilite Inds.,200703,31/03/2007,10.95,6.24,0,0.86,71.04,10.91,100
3219,Pidilite Inds.,200803,31/03/2008,9.04,8.46,0,1.08,71.01,10.41,100
3219,Pidilite Inds.,200903,31/03/2009,9.22,8.54,0,1.12,70.88,10.24,100
3219,Pidilite Inds.,201003,31/03/2010,9.12,8.17,0,1.44,70.58,10.7,100
3219,Pidilite Inds.,201103,31/03/2011,10.64,7.64,0,0.95,70.73,10.05,100
3219,Pidilite Inds.,201203,31/03/2012,12.44,5.78,0,1.43,70.75,9.6,100
3219,Pidilite Inds.,201303,31/03/2013,13.61,5.64,0,1.34,70.06,9.35,100
3219,Pidilite Inds.,201403,31/03/2014,15.52,3.61,0,1.52,70.06,9.29,100
3219,Pidilite Inds.,201503,31/03/2015,15.4,4.23,0.09,1.39,69.74,9.16,100
3219,Pidilite Inds.,201603,31/03/2016,13.32,6.26,0.08,1.18,69.59,9.57,100
3219,Pidilite Inds.,201703,31/03/2017,12.1,6.93,0.18,1.38,69.59,9.83,100
3219,Pidilite Inds.,201803,31/03/2018,10.61,9.1,0.08,1.28,69.78,9.17,100
3219,Pidilite Inds.,199908,31/08/1999,6.24,5.18,0,17.01,54.78,16.79,100
3219,Pidilite Inds.,200112,31/12/2001,8.1,5.38,0,0.64,71.79,14.1,100
3219,Pidilite Inds.,200212,31/12/2002,8.96,3.46,0,0.99,71.79,14.81,100
3219,Pidilite Inds.,200312,31/12/2003,8.56,3.94,0,1.27,71.8,14.43,100
3219,Pidilite Inds.,200412,31/12/2004,9.13,5.33,0,1.12,71.8,12.61,100
3219,Pidilite Inds.,200512,31/12/2005,9.97,5.31,0,1.01,71.87,11.84,100
3219,Pidilite Inds.,200612,31/12/2006,10.52,5.71,0,0.95,71.73,11.08,100
3219,Pidilite Inds.,200712,31/12/2007,11.06,6.42,0,1.09,71.01,10.42,100
3219,Pidilite Inds.,200812,31/12/2008,9.22,8.79,0,0.83,70.88,10.27,100
3219,Pidilite Inds.,200912,31/12/2009,9.3,8.59,0,1.29,70.64,10.18,100
3219,Pidilite Inds.,201012,31/12/2010,10.26,7.96,0,0.93,70.58,10.27,100
3219,Pidilite Inds.,201112,31/12/2011,12.35,6.27,0,1.19,70.75,9.44,100
3219,Pidilite Inds.,201212,31/12/2012,13.18,5.34,0,1.87,70.06,9.54,100
3219,Pidilite Inds.,201312,31/12/2013,15.23,3.8,0,1.57,70.06,9.34,100
3219,Pidilite Inds.,201412,31/12/2014,15.5,4.05,0.09,1.44,69.81,9.12,100
3219,Pidilite Inds.,201512,31/12/2015,13.39,5.96,0.08,1.17,69.73,9.68,100
3219,Pidilite Inds.,201612,31/12/2016,12.53,6.61,0.13,1.27,69.59,9.86,100
3219,Pidilite Inds.,201712,31/12/2017,11,8.37,0.08,1.58,69.59,9.39,100
3272,Havells India,200206,30/06/2002,1.4,0.01,0,16.57,70.31,11.72,100
3272,Havells India,200306,30/06/2003,1.25,0,0,17.51,70.35,10.9,100
3272,Havells India,200406,30/06/2004,2.27,0.86,0,14.53,69.74,12.59,100
3272,Havells India,200506,30/06/2005,7.22,9.1,0,3.22,69.74,10.73,100
3272,Havells India,200606,30/06/2006,7.87,6.26,0,8.45,67.32,10.11,100
3272,Havells India,200706,30/06/2007,18.56,4.02,0,1.9,67.32,8.21,100
3272,Havells India,200806,30/06/2008,24.57,4.53,0,1.68,62.48,6.73,100
3272,Havells India,200906,30/06/2009,29.1,2.51,0,1.23,60.14,7.02,100
3272,Havells India,201006,30/06/2010,29,2.9,0,1.3,60.14,6.66,100
3272,Havells India,201106,30/06/2011,27.06,2.66,0,1.54,61.56,7.17,100
3272,Havells India,201206,30/06/2012,30.79,0.93,0,1.1,61.56,5.62,100
3272,Havells India,201306,30/06/2013,31.16,0.96,0,1.31,61.64,4.94,100
3272,Havells India,201406,30/06/2014,30.73,0.32,0,1.69,61.68,5.58,100
3272,Havells India,201506,30/06/2015,26.24,3.1,0,2.12,61.63,6.91,100
3272,Havells India,201606,30/06/2016,27.66,3.08,0,1.37,61.61,6.29,100
3272,Havells India,201706,30/06/2017,26.83,3.17,0,2.07,61.58,6.35,100
3272,Havells India,201806,30/06/2018,25.35,5.21,0.17,3.15,59.55,6.57,100
3272,Havells India,200209,30/09/2002,1.39,0.01,0,17.29,70.31,11,100
3272,Havells India,200309,30/09/2003,1.82,0,0,15.48,70.35,12.35,100
3272,Havells India,200409,30/09/2004,1.98,2.19,0,10.48,69.74,15.61,100
3272,Havells India,200509,30/09/2005,6.91,8.43,0,4.16,69.47,11.02,100
3272,Havells India,200609,30/09/2006,7.76,5.59,0,8.62,67.32,10.72,100
3272,Havells India,200709,30/09/2007,17.88,4.49,0,1.97,67.32,8.35,100
3272,Havells India,200809,30/09/2008,24.82,4.21,0,1.61,62.48,6.89,100
3272,Havells India,200909,30/09/2009,29.47,1.77,0,1.33,60.14,7.28,100
3272,Havells India,201009,30/09/2010,27.64,2.63,0,1.4,61.56,6.78,100
3272,Havells India,201109,30/09/2011,27.68,1.92,0,1.65,61.56,7.19,100
3272,Havells India,201209,30/09/2012,30.8,1.05,0,1.15,61.56,5.43,100
3272,Havells India,201309,30/09/2013,31.39,0.59,0,1.21,61.68,5.14,100
3272,Havells India,201409,30/09/2014,29.86,0.36,0,1.82,61.64,6.32,100
3272,Havells India,201509,30/09/2015,26.13,3.56,0,1.8,61.63,6.87,100
3272,Havells India,201609,30/09/2016,27.26,2.9,0,1.8,61.61,6.43,100
3272,Havells India,201709,30/09/2017,26.2,3.41,0.05,2.32,61.58,6.46,100
3272,Havells India,200103,31/03/2001,1.55,0.01,0,18.05,66.12,14.27,100
3272,Havells India,200203,31/03/2002,1.42,0.01,0,16.58,70.31,11.69,100
3272,Havells India,200303,31/03/2003,1.35,0,0,17.41,70.35,10.9,100
3272,Havells India,200403,31/03/2004,2.17,0,0,15.09,69.74,12.99,100
3272,Havells India,200503,31/03/2005,8.04,6.97,0,4.18,69.74,11.07,100
3272,Havells India,200603,31/03/2006,9.74,7.35,0,2.5,71.57,8.84,100
3272,Havells India,200703,31/03/2007,14.96,3.96,0,4.24,67.32,9.53,100
3272,Havells India,200803,31/03/2008,25.1,4.28,0,1.53,62.48,6.61,100
3272,Havells India,200903,31/03/2009,29.07,2.68,0,1.15,60.14,6.97,100
3272,Havells India,201003,31/03/2010,29.51,2.38,0,1.15,60.14,6.82,100
3272,Havells India,201103,31/03/2011,27.41,2.39,0,1.73,61.56,6.92,100
3272,Havells India,201203,31/03/2012,30.63,1.07,0,1.22,61.56,5.52,100
3272,Havells India,201303,31/03/2013,30.93,0.96,0,1.24,61.63,5.24,100
3272,Havells India,201403,31/03/2014,31.24,0.39,0,1.46,61.68,5.23,100
3272,Havells India,201503,31/03/2015,26.65,2.57,0,2.33,61.64,6.82,100
3272,Havells India,201603,31/03/2016,26.15,4.19,0,1.28,61.63,6.74,100
3272,Havells India,201703,31/03/2017,27.09,2.65,0,2.28,61.61,6.38,100
3272,Havells India,201803,31/03/2018,25.43,5.05,0.12,3.17,59.58,6.65,100
3272,Havells India,200112,31/12/2001,1.66,0.01,0,19.09,66.17,13.07,100
3272,Havells India,200212,31/12/2002,1.35,0.01,0,17.35,70.31,10.98,100
3272,Havells India,200312,31/12/2003,2.32,0,0,16.54,69.74,11.4,100
3272,Havells India,200412,31/12/2004,2.94,6.6,0,8.41,69.74,12.31,100
